"","sim21.X1","sim21.X2","sim21.X3","sim21.X4","sim21.X5","sim21.Country","sim21.score","sim21.rank","sim21.weight"
"1","KAWAKAMI SHOHEI","KAYA KAZUMA","TANIGAWA KAKERU","HASHIMOTO DAIKI","RYOTA TSUMURA","JPN",259.63875,1,3
"2","SHI CONG","SUN WEI","ZHANG BOHENG","YOU HAO","LAN XINGYU","CHN",259.4425,2,2
"3","BRIONES BRANDON","MALONE BRODY","GUIMARAES VITALIY","JUDA PAUL","YOUNG KHOI","USA",258.579,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","WHITLOCK MAX","TULLOCH COURTNEY","GBR",255.47825,4,0
"5","SEIFERT NOE","SERHANI SAMIR","SERHANI TAHA","BAUMANN CHRISTIAN","TAMSEL DOMINIC","SUI",251.7495,5,0
"6","DAUSER LUKAS","KOCHAN LUCAS","BRENDEL PASCAL","HOSSEINI MILAN","DUNKEL NILS","GER",249.944,6,0
"7","VANNUCCHI NICCOLO","CASALI LORENZO","MOZZATO NICOLO","MACCHIATI MARIO","ROSA EDOARDO","ITA",249.43375,7,0
"8","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","OENDER AHMET","COLAK IBRAHIM","TUR",249.27675,8,0
"9","DIALLO THIERNO","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","ABAD NESTOR","ESP",246.7255,9,0
"10","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",246.68625,10,0
"11","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","CLAY ZACHARY","BLAQUIERE FELIX","CAN",246.49,11,0
