"","sim14.X1","sim14.X2","sim14.X3","sim14.X4","sim14.X5","sim14.Country","sim14.score","sim14.rank","sim14.weight"
"1","HASHIMOTO DAIKI","KAMOTO YUYA","TANIGAWA KAKERU","SUGINO TAKAAKI","KAYA KAZUMA","JPN",262.77875,1,3
"2","LIN CHAOPAN","ZHANG BOHENG","SU WEIDE","YOU HAO","SHI CONG","CHN",259.835,2,2
"3","MALONE BRODY","GUIMARAES VITALIY","CHOU J.R.","BRIONES BRANDON","WHITTENBURG DONNELL","USA",257.12675,3,1
"4","FRASER JOE","HALL JAMES","TOBIN ADAM","JARMAN JAKE","TULLOCH COURTNEY","GBR",255.55675,4,0
"5","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","OENDER AHMET","COLAK IBRAHIM","TUR",250.9645,5,0
"6","ABBADINI YUMIN","BARTOLINI NICOLA","BONICELLI LORENZO","CASALI LORENZO","MARESCA SALVATORE","ITA",250.415,6,0
"7","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","VASHCHENKO ROMAN","UKR",250.06175,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",248.531,8,0
"9","BAUMANN CHRISTIAN","SERHANI TAHA","LANGENEGGER FLORIAN","RAUBAL IAN","SEIFERT NOE","SUI",247.78525,9,0
"10","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",247.118,10,0
"11","DAUSER LUKAS","HOERR CARLO","SCHULTZE TOM","DUNKEL NILS","TREBING GLENN","GER",246.019,11,0
