"","sim8.X1","sim8.X2","sim8.X3","sim8.X4","sim8.X5","sim8.Country","sim8.score","sim8.rank","sim8.weight"
"1","SHI CONG","SUN WEI","ZHANG BOHENG","YANG JIAXING","ZOU JINGYUAN","CHN",261.44425,1,3
"2","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","WHITTENBURG DONNELL","MOLDAUER YUL","USA",260.8555,2,2
"3","HASHIMOTO DAIKI","DOI RYOSUKE","KAMOTO YUYA","TANIGAWA KAKERU","SUGINO TAKAAKI","JPN",260.8555,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","WHITEHOUSE LUKE","JARMAN JAKE","GBR",255.32125,4,0
"5","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","KOSAK MEHMET","TUR",253.1625,5,0
"6","SEIFERT NOE","SERHANI SAMIR","SERHANI TAHA","FREY ANDRIN","BAUMANN CHRISTIAN","SUI",251.985,6,0
"7","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",250.1795,7,0
"8","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",248.688,8,0
"9","ABBADINI YUMIN","MOZZATO NICOLO","CASALI LORENZO","ROSA EDOARDO","LODADIO MARCO","ITA",247.54975,9,0
"10","DAUSER LUKAS","KUNZ ALEXANDER","BRENDEL PASCAL","DUNKEL NILS","KOCHAN LUCAS","GER",246.84325,10,0
"11","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","JIMENEZ PAU","DIALLO THIERNO","ESP",244.48825,11,0
