"","sim88.X1","sim88.X2","sim88.X3","sim88.X4","sim88.X5","sim88.Country","sim88.score","sim88.rank","sim88.weight"
"1","DOI RYOSUKE","KAMOTO YUYA","TANIGAWA WATARU","CHIBA KENTA","HASHIMOTO DAIKI","JPN",262.22925,1,3
"2","ZHANG BOHENG","LAN XINGYU","YANG JIAXING","SHI CONG","YOU HAO","CHN",261.05175,2,2
"3","MALONE BRODY","RICHARD FRED","HONG ASHER","MOLDAUER YUL","NEDOROSCIK STEPHEN","USA",259.7565,3,1
"4","FRASER JOE","JARMAN JAKE","REGINI GIARNNI","HEPWORTH HARRY","TULLOCH COURTNEY","GBR",254.34,4,0
"5","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","TUR",252.88775,5,0
"6","SEIFERT NOE","SERHANI TAHA","LANGENEGGER FLORIAN","BAUMANN CHRISTIAN","SERHANI SAMIR","SUI",250.61125,6,0
"7","ABBADINI YUMIN","BARTOLINI NICOLA","SARRUGERIO MARCO","ROSA EDOARDO","LODADIO MARCO","ITA",249.51225,7,0
"8","KOCHAN LUCAS","TREBING GLENN","SCHULTZE TOM","DUNKEL NILS","KUNZ ALEXANDER","GER",248.217,8,0
"9","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",246.8825,9,0
"10","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",245.90125,10,0
"11","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",245.548,11,0
