"","sim99.X1","sim99.X2","sim99.X3","sim99.X4","sim99.X5","sim99.Country","sim99.score","sim99.rank","sim99.weight"
"1","SHI CONG","SUN WEI","ZHANG BOHENG","YIN DEHANG","LAN XINGYU","CHN",262.22925,1,3
"2","HASHIMOTO DAIKI","DOI RYOSUKE","TANIGAWA WATARU","KAMOTO YUYA","RYOTA TSUMURA","JPN",260.89475,2,2
"3","JUDA PAUL","MALONE BRODY","GUIMARAES VITALIY","PHILLIPS CURRAN","HONG ASHER","USA",259.71725,3,1
"4","FRASER JOE","REGINI GIARNNI","WHITLOCK MAX","KARNEJENKO PAVEL","TOBIN ADAM","GBR",257.91175,4,0
"5","ABBADINI YUMIN","BARTOLINI NICOLA","LEVANTESI MATTEO","MACCHIATI MARIO","SARRUGERIO MARCO","ITA",251.5925,5,0
"6","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","COLAK IBRAHIM","KOSAK MEHMET","TUR",251.1215,6,0
"7","SERHANI TAHA","TAMSEL DOMINIC","SERHANI SAMIR","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SUI",248.96275,7,0
"8","DAUSER LUKAS","SCHULTZE TOM","BRENDEL PASCAL","DUNKEL NILS","HOSSEINI MILAN","GER",247.5105,8,0
"9","PAKHNIUK PETRO","STELMAKH RADOMYR","KOVTUN ILLIA","VASHCHENKO ROMAN","RADIVILOV IGOR","UKR",247.0395,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",245.43025,10,0
"11","ABAD NESTOR","WILLIAMS JOSHUA","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",244.449,11,0
