"","sim114.X1","sim114.X2","sim114.X3","sim114.X4","sim114.X5","sim114.Country","sim114.score","sim114.rank","sim114.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","KAYA KAZUMA","KOGA HIRAMATSU","MINORI HARUKI","JPN",260.5415,1,3
"2","SHI CONG","SU WEIDE","ZHANG BOHENG","LAN XINGYU","YOU HAO","CHN",260.03125,2,2
"3","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","WHITTENBURG DONNELL","HONG ASHER","USA",258.06875,3,1
"4","FRASER JOE","REGINI GIARNNI","WHITLOCK MAX","HALL JAMES","WHITEHOUSE LUKE","GBR",253.75125,4,0
"5","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","TUR",252.25975,5,0
"6","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",250.14025,6,0
"7","BONICELLI LORENZO","MOZZATO NICOLO","CASALI LORENZO","LODADIO MARCO","MARESCA SALVATORE","ITA",250.06175,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",248.09925,8,0
"9","SEIFERT NOE","SERHANI SAMIR","SERHANI TAHA","LANGENEGGER FLORIAN","TAMSEL DOMINIC","SUI",247.39275,9,0
"10","DAUSER LUKAS","KOCHAN LUCAS","BRENDEL PASCAL","HOSSEINI MILAN","DUNKEL NILS","GER",246.37225,10,0
"11","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",245.03775,11,0
