"","sim20.X1","sim20.X2","sim20.X3","sim20.X4","sim20.X5","sim20.Country","sim20.score","sim20.rank","sim20.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","KAMOTO YUYA","SUGINO TAKAAKI","KAYA KAZUMA","JPN",260.03125,1,3
"2","JUDA PAUL","MALONE BRODY","GUIMARAES VITALIY","LASIC IAN","YOUNG KHOI","USA",258.38275,2,2
"3","SUN WEI","ZHANG BOHENG","YANG JIAXING","YIN DEHANG","LAN XINGYU","CHN",258.265,3,1
"4","FRASER JOE","HALL JAMES","JARMAN JAKE","TULLOCH COURTNEY","HEPWORTH HARRY","GBR",254.85025,4,0
"5","ABBADINI YUMIN","MACCHINI CARLO","CASALI LORENZO","MACCHIATI MARIO","LODADIO MARCO","ITA",251.23925,5,0
"6","ARICAN FERHAT","ASIL ADEM","KOSAK MEHMET","ONDER AHMET","OENDER AHMET","TUR",251.1215,6,0
"7","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","CHEPURNYI NAZAR","UKR",249.63,7,0
"8","DAUSER LUKAS","HOERR CARLO","KOCHAN LUCAS","HOSSEINI MILAN","DUNKEL NILS","GER",248.688,8,0
"9","SERHANI TAHA","RAUBAL IAN","SEIFERT NOE","BAUMANN CHRISTIAN","SERHANI SAMIR","SUI",248.531,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",248.41325,10,0
"11","ABAD NESTOR","JIMENEZ PAU","PLATA JOEL","DIALLO THIERNO","MIR NICOLAU","ESP",244.606,11,0
