"","sim144.X1","sim144.X2","sim144.X3","sim144.X4","sim144.X5","sim144.Country","sim144.score","sim144.rank","sim144.weight"
"1","MALONE BRODY","MOLDAUER YUL","SUN BLAKE","YOUNG KHOI","LOOS RILEY","USA",259.992,1,3
"2","HASHIMOTO DAIKI","MATSUMI KAZUKI","TANIGAWA KAKERU","TANIGAWA WATARU","DOI RYOSUKE","JPN",258.46125,2,2
"3","LIN CHAOPAN","SUN WEI","SHI CONG","YANG JIAXING","LAN XINGYU","CHN",255.9885,3,1
"4","NATHAN JOSHUA","REGINI GIARNNI","JARMAN JAKE","HALL JAMES","LEWIS JAMIE","GBR",252.65225,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","OENDER AHMET","COLAK IBRAHIM","TUR",250.92525,5,0
"6","BAUMANN CHRISTIAN","SEIFERT NOE","SERHANI TAHA","RAUBAL IAN","TAMSEL DOMINIC","SUI",249.98325,6,0
"7","CASALI LORENZO","LEVANTESI MATTEO","SARRUGERIO MARCO","LODADIO MARCO","MACCHIATI MARIO","ITA",248.374,7,0
"8","KUNZ ALEXANDER","TREBING GLENN","DAUSER LUKAS","KOCHAN LUCAS","DUNKEL NILS","GER",247.432,8,0
"9","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",247.15725,9,0
"10","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","ABAD NESTOR","ESP",247.00025,10,0
"11","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","CHEPURNYI NAZAR","UKR",241.623,11,0
