"","sim66.X1","sim66.X2","sim66.X3","sim66.X4","sim66.X5","sim66.Country","sim66.score","sim66.rank","sim66.weight"
"1","HASHIMOTO DAIKI","SUGIMOTO KAITO","MINAMI KAZUKI","KAMOTO YUYA","TANIGAWA KAKERU","JPN",263.87775,1,3
"2","SHI CONG","SUN WEI","ZHANG BOHENG","YOU HAO","YANG JIAXING","CHN",255.87075,2,2
"3","BOCK CAMERON","JUDA PAUL","HONG ASHER","WISKUS SHANE","YOUNG KHOI","USA",255.08575,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","WHITLOCK MAX","HEPWORTH HARRY","GBR",254.654,4,0
"5","MOZZATO NICOLO","BARTOLINI NICOLA","LEVANTESI MATTEO","MACCHIATI MARIO","LODADIO MARCO","ITA",250.37575,5,0
"6","DAUSER LUKAS","HOERR CARLO","HOSSEINI MILAN","TREBING GLENN","DUNKEL NILS","GER",249.002,6,0
"7","ASIL ADEM","OENDER AHMET","ARICAN FERHAT","GUNDOGDU YUNUS","KOSAK MEHMET","TUR",248.2955,7,0
"8","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","JIMENEZ PAU","DIALLO THIERNO","ESP",248.17775,8,0
"9","RAUBAL IAN","SEIFERT NOE","LANGENEGGER FLORIAN","SERHANI SAMIR","TAMSEL DOMINIC","SUI",247.54975,9,0
"10","CHEPURNYI NAZAR","PAKHNIUK PETRO","STELMAKH RADOMYR","KOVTUN ILLIA","RADIVILOV IGOR","UKR",247.47125,10,0
"11","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","RAMPERSAD JAYSON","KAJI CHRIS","CAN",246.13675,11,0
