"","sim34.X1","sim34.X2","sim34.X3","sim34.X4","sim34.X5","sim34.Country","sim34.score","sim34.rank","sim34.weight"
"1","SHI CONG","ZHANG BOHENG","YANG JIAXING","YIN DEHANG","LAN XINGYU","CHN",260.2275,1,3
"2","HASHIMOTO DAIKI","KAMOTO YUYA","DOI RYOSUKE","RYOTA TSUMURA","CHIBA KENTA","JPN",259.56025,2,2
"3","PHILLIPS CURRAN","GUIMARAES VITALIY","HONG ASHER","JUDA PAUL","HALE DALLAS","USA",258.736,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","JARMAN JAKE","LEWIS JAMIE","GBR",253.1625,4,0
"5","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",251.2785,5,0
"6","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","OENDER AHMET","TUR",250.14025,6,0
"7","HOERR CARLO","KOCHAN LUCAS","BRENDEL PASCAL","DAUSER LUKAS","TREBING GLENN","GER",249.5515,7,0
"8","ABBADINI YUMIN","MOZZATO NICOLO","BONICELLI LORENZO","ROSA EDOARDO","LODADIO MARCO","ITA",248.2955,8,0
"9","ABAD NESTOR","DIALLO THIERNO","JIMENEZ PAU","PLATA JOEL","MIR NICOLAU","ESP",248.09925,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",247.94225,10,0
"11","SEIFERT NOE","FREY ANDRIN","RAUBAL IAN","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SUI",247.8245,11,0
