"","sim103.X1","sim103.X2","sim103.X3","sim103.X4","sim103.X5","sim103.Country","sim103.score","sim103.rank","sim103.weight"
"1","HASHIMOTO DAIKI","KAWAKAMI SHOHEI","SUGIMOTO KAITO","KAYA KAZUMA","TANIGAWA KAKERU","JPN",262.07225,1,3
"2","SHI CONG","ZHANG BOHENG","LAN XINGYU","YOU HAO","YANG JIAXING","CHN",261.248,2,2
"3","BRIONES BRANDON","MALONE BRODY","GUIMARAES VITALIY","HONG ASHER","NEDOROSCIK STEPHEN","USA",257.4015,3,1
"4","HALL JAMES","HEPWORTH HARRY","FRASER JOE","JARMAN JAKE","WEIR DAVID","GBR",251.7495,4,0
"5","VANNUCCHI NICCOLO","ABBADINI YUMIN","BONICELLI LORENZO","MACCHIATI MARIO","LODADIO MARCO","ITA",251.043,5,0
"6","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","COLAK IBRAHIM","GUNDOGDU YUNUS","TUR",248.6095,6,0
"7","BRENDEL PASCAL","DAUSER LUKAS","HOSSEINI MILAN","KOCHAN LUCAS","TREBING GLENN","GER",247.9815,7,0
"8","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",246.961,8,0
"9","SEIFERT NOE","TAMSEL DOMINIC","LANGENEGGER FLORIAN","BAUMANN CHRISTIAN","RAUBAL IAN","SUI",245.90125,9,0
"10","COURNOYER RENE","KAJI CHRIS","ZAKUTNEY SAM","DOLCI FELIX","CLAY ZACHARY","CAN",245.58725,10,0
"11","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","ABAD NESTOR","ESP",243.31075,11,0
