"","sim32.X1","sim32.X2","sim32.X3","sim32.X4","sim32.X5","sim32.Country","sim32.score","sim32.rank","sim32.weight"
"1","SHI CONG","SUN WEI","ZHANG BOHENG","ZOU JINGYUAN","LAN XINGYU","CHN",262.15075,1,3
"2","DOI RYOSUKE","HASHIMOTO DAIKI","SUGIMOTO KAITO","KAYA KAZUMA","TANIGAWA KAKERU","JPN",261.67975,2,2
"3","MALONE BRODY","RICHARD FRED","HONG ASHER","WALKER COLT","GUIMARAES VITALIY","USA",258.46125,3,1
"4","ASIL ADEM","OENDER AHMET","ARICAN FERHAT","ONDER AHMET","COLAK IBRAHIM","TUR",254.77175,4,0
"5","FRASER JOE","HALL JAMES","REGINI GIARNNI","MCCLENAGHAN RHYS","TOBIN ADAM","GBR",253.67275,5,0
"6","MOZZATO NICOLO","BARTOLINI NICOLA","SARRUGERIO MARCO","ABBADINI YUMIN","ROSA EDOARDO","ITA",252.33825,6,0
"7","BAUMANN CHRISTIAN","SEIFERT NOE","FREY ANDRIN","LANGENEGGER FLORIAN","RAUBAL IAN","SUI",249.74775,7,0
"8","HOERR CARLO","KOCHAN LUCAS","DAUSER LUKAS","DUNKEL NILS","TREBING GLENN","GER",249.11975,8,0
"9","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",247.15725,9,0
"10","ABAD NESTOR","PLATA JOEL","JIMENEZ PAU","DIALLO THIERNO","MIR NICOLAU","ESP",244.2135,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",243.54625,11,0
