"","sim149.X1","sim149.X2","sim149.X3","sim149.X4","sim149.X5","sim149.Country","sim149.score","sim149.rank","sim149.weight"
"1","HASHIMOTO DAIKI","KAMOTO YUYA","KAYA KAZUMA","DOI RYOSUKE","MINAMI KAZUKI","JPN",261.7975,1,3
"2","LIN CHAOPAN","SHI CONG","SUN WEI","ZHANG BOHENG","ZOU JINGYUAN","CHN",258.61825,2,2
"3","BRIONES BRANDON","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","HONG ASHER","USA",258.422,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","JARMAN JAKE","LEWIS JAMIE","GBR",254.811,4,0
"5","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","OENDER AHMET","COLAK IBRAHIM","TUR",251.08225,5,0
"6","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",250.3365,6,0
"7","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","BLAQUIERE FELIX","CAN",248.374,7,0
"8","ABBADINI YUMIN","BARTOLINI NICOLA","MACCHIATI MARIO","SARRUGERIO MARCO","LODADIO MARCO","ITA",247.9815,8,0
"9","BAUMANN CHRISTIAN","SEIFERT NOE","SERHANI TAHA","FREY ANDRIN","LANGENEGGER FLORIAN","SUI",247.39275,9,0
"10","HOERR CARLO","KOCHAN LUCAS","HOSSEINI MILAN","DAUSER LUKAS","TREBING GLENN","GER",246.13675,10,0
"11","ABAD NESTOR","DIALLO THIERNO","MIR NICOLAU","PLATA JOEL","JIMENEZ PAU","ESP",243.8995,11,0
