"","sim60.X1","sim60.X2","sim60.X3","sim60.X4","sim60.X5","sim60.Country","sim60.score","sim60.rank","sim60.weight"
"1","SHI CONG","SU WEIDE","SUN WEI","ZOU JINGYUAN","LAN XINGYU","CHN",260.03125,1,3
"2","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","MOLDAUER YUL","WALKER COLT","USA",259.521,2,2
"3","DOI RYOSUKE","HASHIMOTO DAIKI","TANIGAWA WATARU","TANIGAWA KAKERU","SOICHIRO TANABE","JPN",258.579,3,1
"4","FRASER JOE","NATHAN JOSHUA","REGINI GIARNNI","TULLOCH COURTNEY","KARNEJENKO PAVEL","GBR",257.20525,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","OENDER AHMET","KOSAK MEHMET","TUR",253.084,5,0
"6","ABBADINI YUMIN","MACCHINI CARLO","CASALI LORENZO","BARTOLINI NICOLA","LODADIO MARCO","ITA",251.00375,6,0
"7","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",246.68625,7,0
"8","SERHANI TAHA","TAMSEL DOMINIC","SEIFERT NOE","BAUMANN CHRISTIAN","RAUBAL IAN","SUI",246.68625,8,0
"9","DAUSER LUKAS","HOERR CARLO","TREBING GLENN","HOSSEINI MILAN","DUNKEL NILS","GER",245.97975,9,0
"10","ABAD NESTOR","MIR NICOLAU","DIALLO THIERNO","PLATA JOEL","WILLIAMS JOSHUA","ESP",245.7835,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",245.50875,11,0
