"","sim74.X1","sim74.X2","sim74.X3","sim74.X4","sim74.X5","sim74.Country","sim74.score","sim74.rank","sim74.weight"
"1","HASHIMOTO DAIKI","KAMOTO YUYA","DOI RYOSUKE","KAYA KAZUMA","TANIGAWA WATARU","JPN",263.3675,1,3
"2","SUN WEI","ZHANG BOHENG","LIN CHAOPAN","ZOU JINGYUAN","YIN DEHANG","CHN",261.248,2,2
"3","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","PHILLIPS CURRAN","HONG ASHER","USA",259.16775,3,1
"4","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","COLAK IBRAHIM","KOSAK MEHMET","TUR",255.00725,4,0
"5","FRASER JOE","JARMAN JAKE","REGINI GIARNNI","LEWIS JAMIE","TOBIN ADAM","GBR",252.613,5,0
"6","MACCHIATI MARIO","BARTOLINI NICOLA","CASALI LORENZO","ROSA EDOARDO","LODADIO MARCO","ITA",251.7495,6,0
"7","DAUSER LUKAS","HOERR CARLO","HOSSEINI MILAN","KOCHAN LUCAS","DUNKEL NILS","GER",249.787,7,0
"8","CHEPURNYI NAZAR","KOVTUN ILLIA","STELMAKH RADOMYR","PAKHNIUK PETRO","RADIVILOV IGOR","UKR",249.3945,8,0
"9","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","JIMENEZ PAU","DIALLO THIERNO","ESP",248.1385,9,0
"10","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",247.39275,10,0
"11","SERHANI TAHA","TAMSEL DOMINIC","LANGENEGGER FLORIAN","SEIFERT NOE","SERHANI SAMIR","SUI",246.45075,11,0
