"","sim80.X1","sim80.X2","sim80.X3","sim80.X4","sim80.X5","sim80.Country","sim80.score","sim80.rank","sim80.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","KAYA KAZUMA","KOGA HIRAMATSU","KAMOTO YUYA","JPN",261.20875,1,3
"2","SUN WEI","ZHANG BOHENG","SU WEIDE","YOU HAO","ZOU JINGYUAN","CHN",259.87425,2,2
"3","GUIMARAES VITALIY","PHILLIPS CURRAN","WALKER COLT","MOLDAUER YUL","YOUNG KHOI","USA",258.422,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","JARMAN JAKE","WHITEHOUSE LUKE","GBR",256.34175,4,0
"5","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","COLAK IBRAHIM","KOSAK MEHMET","TUR",252.57375,5,0
"6","BONICELLI LORENZO","MOZZATO NICOLO","LEVANTESI MATTEO","SARRUGERIO MARCO","LODADIO MARCO","ITA",248.9235,6,0
"7","HOERR CARLO","TREBING GLENN","DAUSER LUKAS","HOSSEINI MILAN","DUNKEL NILS","GER",247.62825,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","CLAY ZACHARY","EMARD WILLIAM","CAN",247.54975,8,0
"9","SEIFERT NOE","SERHANI TAHA","RAUBAL IAN","TAMSEL DOMINIC","BAUMANN CHRISTIAN","SUI",246.68625,9,0
"10","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",245.391,10,0
"11","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","DIALLO THIERNO","PLATA JOEL","ESP",242.52575,11,0
