"","sim120.X1","sim120.X2","sim120.X3","sim120.X4","sim120.X5","sim120.Country","sim120.score","sim120.rank","sim120.weight"
"1","CHIBA KENTA","HASHIMOTO DAIKI","TANIGAWA KAKERU","DOI RYOSUKE","MINORI HARUKI","JPN",260.777,1,3
"2","SHI CONG","SUN WEI","ZHANG BOHENG","LAN XINGYU","LIU YANG","CHN",260.18825,2,2
"3","MALONE BRODY","GUIMARAES VITALIY","WISKUS SHANE","LASIC IAN","WHITTENBURG DONNELL","USA",259.63875,3,1
"4","HALL JAMES","JARMAN JAKE","FRASER JOE","LEWIS JAMIE","NATHAN JOSHUA","GBR",254.06525,4,0
"5","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","TUR",253.28025,5,0
"6","BONICELLI LORENZO","BARTOLINI NICOLA","ROSA EDOARDO","LODADIO MARCO","CASALI LORENZO","ITA",250.8075,6,0
"7","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",247.23575,7,0
"8","SEIFERT NOE","TAMSEL DOMINIC","FREY ANDRIN","LANGENEGGER FLORIAN","SERHANI TAHA","SUI",246.49,8,0
"9","BRENDEL PASCAL","TREBING GLENN","DAUSER LUKAS","DUNKEL NILS","KUNZ ALEXANDER","GER",246.333,9,0
"10","ABAD NESTOR","PLATA JOEL","WILLIAMS JOSHUA","DIALLO THIERNO","MIR NICOLAU","ESP",245.90125,10,0
"11","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",245.43025,11,0
