"","sim96.X1","sim96.X2","sim96.X3","sim96.X4","sim96.X5","sim96.Country","sim96.score","sim96.rank","sim96.weight"
"1","SHI CONG","ZHANG BOHENG","LAN XINGYU","YANG JIAXING","ZOU JINGYUAN","CHN",260.42375,1,3
"2","MALONE BRODY","RICHARD FRED","YOUNG KHOI","GUIMARAES VITALIY","BRIONES BRANDON","USA",258.85375,2,2
"3","KAMOTO YUYA","TANIGAWA KAKERU","CHIBA KENTA","MOTOMU YOSHIDA","TANIGAWA WATARU","JPN",258.108,3,1
"4","FRASER JOE","REGINI GIARNNI","HALL JAMES","TULLOCH COURTNEY","LEWIS JAMIE","GBR",257.36225,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","OENDER AHMET","GUNDOGDU YUNUS","TUR",251.357,5,0
"6","VANNUCCHI NICCOLO","BARTOLINI NICOLA","MACCHIATI MARIO","SARRUGERIO MARCO","ROSA EDOARDO","ITA",249.159,6,0
"7","KOCHAN LUCAS","SISSAKIS DARIO","DUNKEL NILS","DAUSER LUKAS","TREBING GLENN","GER",249.11975,7,0
"8","COURNOYER RENE","EMARD WILLIAM","ZAKUTNEY SAM","DOLCI FELIX","CLAY ZACHARY","CAN",248.02075,8,0
"9","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","VASHCHENKO ROMAN","RADIVILOV IGOR","UKR",247.54975,9,0
"10","TAMSEL DOMINIC","FREY ANDRIN","LANGENEGGER FLORIAN","SEIFERT NOE","BAUMANN CHRISTIAN","SUI",247.432,10,0
"11","ABAD NESTOR","PLATA JOEL","JIMENEZ PAU","MIR NICOLAU","DIALLO THIERNO","ESP",247.0395,11,0
