"","sim150.X1","sim150.X2","sim150.X3","sim150.X4","sim150.X5","sim150.Country","sim150.score","sim150.rank","sim150.weight"
"1","CHIBA KENTA","HASHIMOTO DAIKI","TANIGAWA WATARU","TANIGAWA KAKERU","RYOTA TSUMURA","JPN",260.934,1,3
"2","SHI CONG","ZHANG BOHENG","YANG JIAXING","ZOU JINGYUAN","LAN XINGYU","CHN",260.3845,2,2
"3","MALONE BRODY","GUIMARAES VITALIY","SKIRKEY IAN","WHITTENBURG DONNELL","HONG ASHER","USA",258.1865,3,1
"4","FRASER JOE","JARMAN JAKE","REGINI GIARNNI","WHITLOCK MAX","TULLOCH COURTNEY","GBR",253.1625,4,0
"5","BAUMANN CHRISTIAN","SERHANI TAHA","LANGENEGGER FLORIAN","SEIFERT NOE","RAUBAL IAN","SUI",250.06175,5,0
"6","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","OENDER AHMET","COLAK IBRAHIM","TUR",249.74775,6,0
"7","CHEPURNYI NAZAR","KOVTUN ILLIA","STELMAKH RADOMYR","PAKHNIUK PETRO","RADIVILOV IGOR","UKR",248.88425,7,0
"8","ABBADINI YUMIN","BONICELLI LORENZO","MOZZATO NICOLO","LEVANTESI MATTEO","LODADIO MARCO","ITA",248.6095,8,0
"9","BRENDEL PASCAL","DAUSER LUKAS","HOSSEINI MILAN","DUNKEL NILS","KOCHAN LUCAS","GER",246.804,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",246.176,10,0
"11","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","WILLIAMS JOSHUA","ESP",245.03775,11,0
