"","sim28.X1","sim28.X2","sim28.X3","sim28.X4","sim28.X5","sim28.Country","sim28.score","sim28.rank","sim28.weight"
"1","HASHIMOTO DAIKI","KAYA KAZUMA","TANIGAWA WATARU","CHIBA KENTA","MINAMI KAZUKI","JPN",262.818,1,3
"2","SHI CONG","SUN WEI","ZHANG BOHENG","SU WEIDE","LAN XINGYU","CHN",260.463,2,2
"3","JUDA PAUL","RICHARD FRED","MALONE BRODY","WALKER COLT","YOUNG KHOI","USA",260.0705,3,1
"4","JARMAN JAKE","WHITEHOUSE LUKE","FRASER JOE","WHITLOCK MAX","TULLOCH COURTNEY","GBR",254.497,4,0
"5","BRENDEL PASCAL","DAUSER LUKAS","TREBING GLENN","HOSSEINI MILAN","KOCHAN LUCAS","GER",248.9235,5,0
"6","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","ONDER AHMET","COLAK IBRAHIM","TUR",248.9235,6,0
"7","MACCHINI CARLO","BARTOLINI NICOLA","ABBADINI YUMIN","LODADIO MARCO","MACCHIATI MARIO","ITA",248.17775,7,0
"8","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","VASHCHENKO ROMAN","RADIVILOV IGOR","UKR",248.1385,8,0
"9","ABAD NESTOR","PLATA JOEL","WILLIAMS JOSHUA","MIR NICOLAU","DIALLO THIERNO","ESP",247.07875,9,0
"10","BAUMANN CHRISTIAN","SEIFERT NOE","LANGENEGGER FLORIAN","RAUBAL IAN","SERHANI TAHA","SUI",246.8825,10,0
"11","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",246.76475,11,0
