"","sim24.X1","sim24.X2","sim24.X3","sim24.X4","sim24.X5","sim24.Country","sim24.score","sim24.rank","sim24.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","KOGA HIRAMATSU","CHIBA KENTA","KAYA KAZUMA","JPN",261.4835,1,3
"2","LIN CHAOPAN","ZHANG BOHENG","SHI CONG","ZOU JINGYUAN","LAN XINGYU","CHN",259.521,2,2
"3","BRIONES BRANDON","MALONE BRODY","HONG ASHER","GUIMARAES VITALIY","PHILLIPS CURRAN","USA",258.14725,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","WHITLOCK MAX","JARMAN JAKE","GBR",254.8895,4,0
"5","ASIL ADEM","OENDER AHMET","ARICAN FERHAT","ONDER AHMET","GUNDOGDU YUNUS","TUR",250.0225,5,0
"6","ABBADINI YUMIN","MOZZATO NICOLO","SARRUGERIO MARCO","ROSA EDOARDO","LODADIO MARCO","ITA",250.0225,6,0
"7","BAUMANN CHRISTIAN","SERHANI TAHA","LANGENEGGER FLORIAN","SEIFERT NOE","RAUBAL IAN","SUI",248.64875,7,0
"8","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",247.746,8,0
"9","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",247.589,9,0
"10","DAUSER LUKAS","HOSSEINI MILAN","TREBING GLENN","BRENDEL PASCAL","DUNKEL NILS","GER",247.39275,10,0
"11","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","ESP",244.3705,11,0
