"","sim4.X1","sim4.X2","sim4.X3","sim4.X4","sim4.X5","sim4.Country","sim4.score","sim4.rank","sim4.weight"
"1","SUN WEI","ZHANG BOHENG","SHI CONG","YANG JIAXING","LAN XINGYU","CHN",262.62175,1,3
"2","DOI RYOSUKE","HASHIMOTO DAIKI","MATSUMI KAZUKI","TANIGAWA WATARU","RYOTA TSUMURA","JPN",260.97325,2,2
"3","MALONE BRODY","WALKER COLT","GUIMARAES VITALIY","YOUNG KHOI","WHITTENBURG DONNELL","USA",259.01075,3,1
"4","FRASER JOE","JARMAN JAKE","HALL JAMES","KARNEJENKO PAVEL","NATHAN JOSHUA","GBR",257.166,4,0
"5","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","ONDER AHMET","COLAK IBRAHIM","TUR",251.55325,5,0
"6","ABBADINI YUMIN","BONICELLI LORENZO","LEVANTESI MATTEO","LODADIO MARCO","MARESCA SALVATORE","ITA",248.531,6,0
"7","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",247.6675,7,0
"8","SEIFERT NOE","SERHANI SAMIR","TAMSEL DOMINIC","LANGENEGGER FLORIAN","RAUBAL IAN","SUI",247.47125,8,0
"9","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","RAMPERSAD JAYSON","SAUVE LEANDRE","CAN",247.00025,9,0
"10","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",246.961,10,0
"11","BRENDEL PASCAL","KOCHAN LUCAS","HOSSEINI MILAN","TREBING GLENN","DUNKEL NILS","GER",246.37225,11,0
