"","sim83.X1","sim83.X2","sim83.X3","sim83.X4","sim83.X5","sim83.Country","sim83.score","sim83.rank","sim83.weight"
"1","HASHIMOTO DAIKI","KAMOTO YUYA","KAYA KAZUMA","CHIBA KENTA","RYOTA TSUMURA","JPN",260.463,1,3
"2","FRASER JOE","REGINI GIARNNI","TOBIN ADAM","JARMAN JAKE","TULLOCH COURTNEY","GBR",258.77525,2,2
"3","YANG JIAXING","ZHANG BOHENG","SHI CONG","YIN DEHANG","LIU YANG","CHN",258.06875,3,1
"4","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","BOCK CAMERON","HONG ASHER","USA",257.009,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","KOSAK MEHMET","COLAK IBRAHIM","TUR",251.86725,5,0
"6","BARTOLINI NICOLA","VANNUCCHI NICCOLO","LEVANTESI MATTEO","SARRUGERIO MARCO","ROSA EDOARDO","ITA",251.16075,6,0
"7","KOCHAN LUCAS","TREBING GLENN","DAUSER LUKAS","DUNKEL NILS","HOSSEINI MILAN","GER",249.82625,7,0
"8","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","UKR",247.00025,8,0
"9","COURNOYER RENE","ZAKUTNEY SAM","DOLCI FELIX","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",245.74425,9,0
"10","BAUMANN CHRISTIAN","SERHANI SAMIR","TAMSEL DOMINIC","SEIFERT NOE","SERHANI TAHA","SUI",245.74425,10,0
"11","ABAD NESTOR","DIALLO THIERNO","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","ESP",242.722,11,0
