"","sim39.X1","sim39.X2","sim39.X3","sim39.X4","sim39.X5","sim39.Country","sim39.score","sim39.rank","sim39.weight"
"1","SHI CONG","SUN WEI","ZHANG BOHENG","LAN XINGYU","YANG JIAXING","CHN",261.91525,1,3
"2","CHIBA KENTA","HASHIMOTO DAIKI","DOI RYOSUKE","SUGIMOTO KAITO","KAYA KAZUMA","JPN",259.2855,2,2
"3","JUDA PAUL","RICHARD FRED","WISKUS SHANE","BOCK CAMERON","YOUNG KHOI","USA",256.49875,3,1
"4","FRASER JOE","JARMAN JAKE","NATHAN JOSHUA","TOBIN ADAM","LEWIS JAMIE","GBR",254.53625,4,0
"5","LEVANTESI MATTEO","MACCHIATI MARIO","ABBADINI YUMIN","ROSA EDOARDO","LODADIO MARCO","ITA",250.06175,5,0
"6","HOERR CARLO","TREBING GLENN","DAUSER LUKAS","KOCHAN LUCAS","DUNKEL NILS","GER",249.98325,6,0
"7","SEIFERT NOE","SERHANI TAHA","TAMSEL DOMINIC","LANGENEGGER FLORIAN","BAUMANN CHRISTIAN","SUI",249.11975,7,0
"8","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",248.531,8,0
"9","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","JIMENEZ PAU","DIALLO THIERNO","ESP",246.92175,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",246.2545,10,0
"11","ARICAN FERHAT","COLAK IBRAHIM","ONDER AHMET","ASIL ADEM","GUNDOGDU YUNUS","TUR",243.8995,11,0
