"","sim26.X1","sim26.X2","sim26.X3","sim26.X4","sim26.X5","sim26.Country","sim26.score","sim26.rank","sim26.weight"
"1","SU WEIDE","ZHANG BOHENG","YIN DEHANG","LIU YANG","SHI CONG","CHN",259.9135,1,3
"2","MALONE BRODY","RICHARD FRED","YOUNG KHOI","BOCK CAMERON","MOLDAUER YUL","USA",259.521,2,2
"3","HIDAKA DAIKI","HASHIMOTO DAIKI","KAMOTO YUYA","KAYA KAZUMA","TANIGAWA WATARU","JPN",259.2855,3,1
"4","FRASER JOE","TOBIN ADAM","HALL JAMES","HEPWORTH HARRY","LEWIS JAMIE","GBR",256.3025,4,0
"5","MACCHINI CARLO","BARTOLINI NICOLA","CASALI LORENZO","LEVANTESI MATTEO","MARESCA SALVATORE","ITA",252.10275,5,0
"6","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","VASHCHENKO ROMAN","RADIVILOV IGOR","UKR",250.37575,6,0
"7","BRENDEL PASCAL","DAUSER LUKAS","HOSSEINI MILAN","KOCHAN LUCAS","DUNKEL NILS","GER",249.7085,7,0
"8","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","OENDER AHMET","COLAK IBRAHIM","TUR",249.43375,8,0
"9","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",248.09925,9,0
"10","SEIFERT NOE","SERHANI SAMIR","SERHANI TAHA","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SUI",247.39275,10,0
"11","PLATA JOEL","WILLIAMS JOSHUA","MIR NICOLAU","ABAD NESTOR","DIALLO THIERNO","ESP",244.88075,11,0
