"","sim94.X1","sim94.X2","sim94.X3","sim94.X4","sim94.X5","sim94.Country","sim94.score","sim94.rank","sim94.weight"
"1","LIN CHAOPAN","SHI CONG","ZHANG BOHENG","YIN DEHANG","LAN XINGYU","CHN",260.89475,1,3
"2","CHIBA KENTA","HASHIMOTO DAIKI","KAYA KAZUMA","SUGINO TAKAAKI","TANIGAWA KAKERU","JPN",260.777,2,2
"3","PHILLIPS CURRAN","RICHARD FRED","JUDA PAUL","HONG ASHER","YOUNG KHOI","USA",260.03125,3,1
"4","FRASER JOE","WHITLOCK MAX","TOBIN ADAM","TULLOCH COURTNEY","JARMAN JAKE","GBR",256.73425,4,0
"5","BONICELLI LORENZO","CASALI LORENZO","SARRUGERIO MARCO","BARTOLINI NICOLA","LODADIO MARCO","ITA",250.45425,5,0
"6","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","KOSAK MEHMET","TUR",249.98325,6,0
"7","DAUSER LUKAS","TREBING GLENN","HOSSEINI MILAN","BRENDEL PASCAL","DUNKEL NILS","GER",249.27675,7,0
"8","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","DIALLO THIERNO","PLATA JOEL","ESP",247.3535,8,0
"9","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",246.45075,9,0
"10","RAUBAL IAN","SEIFERT NOE","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SERHANI TAHA","SUI",246.45075,10,0
"11","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","CHEPURNYI NAZAR","UKR",241.50525,11,0
