"","sim62.X1","sim62.X2","sim62.X3","sim62.X4","sim62.X5","sim62.Country","sim62.score","sim62.rank","sim62.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","KAMOTO YUYA","RYOTA TSUMURA","TANIGAWA KAKERU","JPN",258.69675,1,3
"2","ZHANG BOHENG","SU WEIDE","YANG JIAXING","YOU HAO","LAN XINGYU","CHN",257.59775,2,2
"3","MALONE BRODY","RICHARD FRED","JUDA PAUL","BOCK CAMERON","NEDOROSCIK STEPHEN","USA",256.7735,3,1
"4","FRASER JOE","JARMAN JAKE","KARNEJENKO PAVEL","WHITLOCK MAX","TULLOCH COURTNEY","GBR",254.30075,4,0
"5","ARICAN FERHAT","ASIL ADEM","COLAK IBRAHIM","OENDER AHMET","GUNDOGDU YUNUS","TUR",250.21875,5,0
"6","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",248.6095,6,0
"7","LEVANTESI MATTEO","ABBADINI YUMIN","CASALI LORENZO","ROSA EDOARDO","LODADIO MARCO","ITA",248.41325,7,0
"8","BRENDEL PASCAL","HOERR CARLO","DAUSER LUKAS","DUNKEL NILS","TREBING GLENN","GER",246.76475,8,0
"9","SERHANI TAHA","TAMSEL DOMINIC","LANGENEGGER FLORIAN","RAUBAL IAN","SEIFERT NOE","SUI",245.548,9,0
"10","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",242.6435,10,0
"11","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","WILLIAMS JOSHUA","ABAD NESTOR","ESP",242.565,11,0
