"","sim73.X1","sim73.X2","sim73.X3","sim73.X4","sim73.X5","sim73.Country","sim73.score","sim73.rank","sim73.weight"
"1","CHIBA KENTA","DOI RYOSUKE","MINAMI KAZUKI","KAYA KAZUMA","TANIGAWA WATARU","JPN",262.1115,1,3
"2","GUIMARAES VITALIY","BOCK CAMERON","WALKER COLT","WHITTENBURG DONNELL","YOUNG KHOI","USA",259.2855,2,2
"3","SHI CONG","ZHANG BOHENG","YANG JIAXING","YOU HAO","SU WEIDE","CHN",259.16775,3,1
"4","FRASER JOE","REGINI GIARNNI","WHITLOCK MAX","JARMAN JAKE","TULLOCH COURTNEY","GBR",256.4595,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","COLAK IBRAHIM","KOSAK MEHMET","TUR",252.142,5,0
"6","ABBADINI YUMIN","BONICELLI LORENZO","BARTOLINI NICOLA","CASALI LORENZO","ROSA EDOARDO","ITA",249.316,6,0
"7","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",248.41325,7,0
"8","KOCHAN LUCAS","KUNZ ALEXANDER","SCHULTZE TOM","DAUSER LUKAS","DUNKEL NILS","GER",248.374,8,0
"9","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",247.275,9,0
"10","SEIFERT NOE","TAMSEL DOMINIC","LANGENEGGER FLORIAN","SERHANI SAMIR","BAUMANN CHRISTIAN","SUI",245.077,10,0
"11","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",244.9985,11,0
