"","sim55.X1","sim55.X2","sim55.X3","sim55.X4","sim55.X5","sim55.Country","sim55.score","sim55.rank","sim55.weight"
"1","HASHIMOTO DAIKI","MATSUMI KAZUKI","DOI RYOSUKE","RYOTA TSUMURA","TANIGAWA WATARU","JPN",259.992,1,3
"2","MALONE BRODY","RICHARD FRED","HONG ASHER","WALKER COLT","YOUNG KHOI","USA",259.71725,2,2
"3","ZHANG BOHENG","YANG JIAXING","SUN WEI","LAN XINGYU","SHI CONG","CHN",258.9715,3,1
"4","FRASER JOE","JARMAN JAKE","TOBIN ADAM","HALL JAMES","HEPWORTH HARRY","GBR",255.8315,4,0
"5","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","OENDER AHMET","KOSAK MEHMET","TUR",249.43375,5,0
"6","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SERHANI SAMIR","FREY ANDRIN","SEIFERT NOE","SUI",248.688,6,0
"7","BRENDEL PASCAL","KOCHAN LUCAS","HOSSEINI MILAN","DAUSER LUKAS","DUNKEL NILS","GER",248.49175,7,0
"8","MOZZATO NICOLO","BONICELLI LORENZO","MACCHIATI MARIO","ROSA EDOARDO","CASALI LORENZO","ITA",248.33475,8,0
"9","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",246.8825,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",246.05825,10,0
"11","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",245.50875,11,0
