"","sim68.X1","sim68.X2","sim68.X3","sim68.X4","sim68.X5","sim68.Country","sim68.score","sim68.rank","sim68.weight"
"1","HASHIMOTO DAIKI","SUGIMOTO KAITO","TANIGAWA WATARU","RYOTA TSUMURA","MINAMI KAZUKI","JPN",261.05175,1,3
"2","SHI CONG","SUN WEI","ZHANG BOHENG","YIN DEHANG","ZOU JINGYUAN","CHN",261.05175,2,2
"3","JUDA PAUL","RICHARD FRED","YOUNG KHOI","WALKER COLT","WHITTENBURG DONNELL","USA",259.32475,3,1
"4","FRASER JOE","NATHAN JOSHUA","HEPWORTH HARRY","KARNEJENKO PAVEL","MCCLENAGHAN RHYS","GBR",254.183,4,0
"5","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","OENDER AHMET","COLAK IBRAHIM","TUR",253.241,5,0
"6","BRENDEL PASCAL","KOCHAN LUCAS","DAUSER LUKAS","DUNKEL NILS","SCHULTZE TOM","GER",250.37575,6,0
"7","CASALI LORENZO","BONICELLI LORENZO","ROSA EDOARDO","SARRUGERIO MARCO","LODADIO MARCO","ITA",249.04125,7,0
"8","BAUMANN CHRISTIAN","TAMSEL DOMINIC","FREY ANDRIN","LANGENEGGER FLORIAN","SEIFERT NOE","SUI",247.432,8,0
"9","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",246.13675,9,0
"10","DIALLO THIERNO","PLATA JOEL","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","ESP",245.58725,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","UKR",244.56675,11,0
