"","sim7.X1","sim7.X2","sim7.X3","sim7.X4","sim7.X5","sim7.Country","sim7.score","sim7.rank","sim7.weight"
"1","CHIBA KENTA","HASHIMOTO DAIKI","MAEDA KOKI","DOI RYOSUKE","KAMOTO YUYA","JPN",261.091,1,3
"2","MALONE BRODY","JUDA PAUL","WISKUS SHANE","GUIMARAES VITALIY","YOUNG KHOI","USA",259.56025,2,2
"3","SU WEIDE","SUN WEI","YANG JIAXING","ZHANG BOHENG","YIN DEHANG","CHN",258.6575,3,1
"4","FRASER JOE","REGINI GIARNNI","HALL JAMES","HEPWORTH HARRY","TULLOCH COURTNEY","GBR",254.8895,4,0
"5","BONICELLI LORENZO","VANNUCCHI NICCOLO","LEVANTESI MATTEO","ROSA EDOARDO","LODADIO MARCO","ITA",249.002,5,0
"6","BRENDEL PASCAL","HOSSEINI MILAN","DAUSER LUKAS","DUNKEL NILS","TREBING GLENN","GER",247.903,6,0
"7","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","KOSAK MEHMET","OENDER AHMET","TUR",247.746,7,0
"8","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",246.2545,8,0
"9","ABAD NESTOR","PLATA JOEL","JIMENEZ PAU","MIR NICOLAU","DIALLO THIERNO","ESP",245.66575,9,0
"10","BAUMANN CHRISTIAN","SERHANI SAMIR","SEIFERT NOE","SERHANI TAHA","LANGENEGGER FLORIAN","SUI",245.6265,10,0
"11","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",242.99675,11,0
