"","sim98.X1","sim98.X2","sim98.X3","sim98.X4","sim98.X5","sim98.Country","sim98.score","sim98.rank","sim98.weight"
"1","SHI CONG","SU WEIDE","ZHANG BOHENG","LAN XINGYU","YANG JIAXING","CHN",258.579,1,3
"2","KAWAKAMI SHOHEI","MINAMI KAZUKI","KAMOTO YUYA","HASHIMOTO DAIKI","KAYA KAZUMA","JPN",258.265,2,2
"3","MALONE BRODY","RICHARD FRED","HONG ASHER","LOOS RILEY","WALKER COLT","USA",256.067,3,1
"4","FRASER JOE","JARMAN JAKE","WHITLOCK MAX","KARNEJENKO PAVEL","TULLOCH COURTNEY","GBR",254.30075,4,0
"5","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","OENDER AHMET","COLAK IBRAHIM","TUR",250.8075,5,0
"6","ABBADINI YUMIN","BARTOLINI NICOLA","MOZZATO NICOLO","ROSA EDOARDO","LODADIO MARCO","ITA",250.415,6,0
"7","BAUMANN CHRISTIAN","SEIFERT NOE","SERHANI TAHA","RAUBAL IAN","LANGENEGGER FLORIAN","SUI",250.37575,7,0
"8","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",250.21875,8,0
"9","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","KAJI CHRIS","CLAY ZACHARY","CAN",247.54975,9,0
"10","DAUSER LUKAS","BRENDEL PASCAL","HOSSEINI MILAN","KOCHAN LUCAS","TREBING GLENN","GER",246.52925,10,0
"11","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","ESP",244.95925,11,0
