"","sim1.X1","sim1.X2","sim1.X3","sim1.X4","sim1.X5","sim1.Country","sim1.score","sim1.rank","sim1.weight"
"1","HASHIMOTO DAIKI","KAYA KAZUMA","TANIGAWA KAKERU","RYOTA TSUMURA","SUGIMOTO KAITO","JPN",260.65925,1,3
"2","LIN CHAOPAN","ZHANG BOHENG","YIN DEHANG","LAN XINGYU","SUN WEI","CHN",258.93225,2,2
"3","MALONE BRODY","HONG ASHER","JUDA PAUL","CHOU J.R.","GUIMARAES VITALIY","USA",258.69675,3,1
"4","HALL JAMES","JARMAN JAKE","TULLOCH COURTNEY","FRASER JOE","REGINI GIARNNI","GBR",255.55675,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","OENDER AHMET","COLAK IBRAHIM","TUR",253.04475,5,0
"6","ABBADINI YUMIN","MOZZATO NICOLO","BARTOLINI NICOLA","ROSA EDOARDO","LODADIO MARCO","ITA",250.3365,6,0
"7","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",249.002,7,0
"8","FREY ANDRIN","SEIFERT NOE","RAUBAL IAN","TAMSEL DOMINIC","SERHANI SAMIR","SUI",248.57025,8,0
"9","BRENDEL PASCAL","KOCHAN LUCAS","TREBING GLENN","DAUSER LUKAS","DUNKEL NILS","GER",247.94225,9,0
"10","COURNOYER RENE","EMARD WILLIAM","ZAKUTNEY SAM","DOLCI FELIX","CLAY ZACHARY","CAN",246.804,10,0
"11","MIR NICOLAU","WILLIAMS JOSHUA","ABAD NESTOR","DIALLO THIERNO","PLATA JOEL","ESP",244.72375,11,0
