"","sim91.X1","sim91.X2","sim91.X3","sim91.X4","sim91.X5","sim91.Country","sim91.score","sim91.rank","sim91.weight"
"1","SHI CONG","ZHANG BOHENG","SU WEIDE","ZOU JINGYUAN","LAN XINGYU","CHN",262.93575,1,3
"2","HASHIMOTO DAIKI","TANIGAWA KAKERU","KAMOTO YUYA","RYOTA TSUMURA","KAYA KAZUMA","JPN",259.71725,2,2
"3","JUDA PAUL","RICHARD FRED","WISKUS SHANE","BOCK CAMERON","MOLDAUER YUL","USA",255.753,3,1
"4","MOSTOWFI SAM","REGINI GIARNNI","FRASER JOE","KARNEJENKO PAVEL","HALL JAMES","GBR",253.12325,4,0
"5","BONICELLI LORENZO","MOZZATO NICOLO","BARTOLINI NICOLA","SARRUGERIO MARCO","ABBADINI YUMIN","ITA",251.514,5,0
"6","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","OENDER AHMET","TUR",249.98325,6,0
"7","DAUSER LUKAS","HOERR CARLO","KOCHAN LUCAS","KUNZ ALEXANDER","TREBING GLENN","GER",249.04125,7,0
"8","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",248.80575,8,0
"9","BAUMANN CHRISTIAN","TAMSEL DOMINIC","LANGENEGGER FLORIAN","SEIFERT NOE","RAUBAL IAN","SUI",247.39275,9,0
"10","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",245.43025,10,0
"11","ABAD NESTOR","DIALLO THIERNO","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","ESP",242.8005,11,0
