"","sim45.X1","sim45.X2","sim45.X3","sim45.X4","sim45.X5","sim45.Country","sim45.score","sim45.rank","sim45.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","RYOTA TSUMURA","TANIGAWA WATARU","KAYA KAZUMA","JPN",261.83675,1,3
"2","JUDA PAUL","MALONE BRODY","RICHARD FRED","YOUNG KHOI","MOLDAUER YUL","USA",260.89475,2,2
"3","SHI CONG","SU WEIDE","ZHANG BOHENG","ZOU JINGYUAN","LAN XINGYU","CHN",257.323,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","LYNN CAMERON","HEPWORTH HARRY","GBR",256.57725,4,0
"5","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","TUR",253.43725,5,0
"6","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",253.04475,6,0
"7","ABBADINI YUMIN","VANNUCCHI NICCOLO","CASALI LORENZO","SARRUGERIO MARCO","MACCHIATI MARIO","ITA",251.71025,7,0
"8","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SEIFERT NOE","SERHANI SAMIR","RAUBAL IAN","SUI",249.43375,8,0
"9","KOCHAN LUCAS","TREBING GLENN","BRENDEL PASCAL","HOSSEINI MILAN","SCHULTZE TOM","GER",247.275,9,0
"10","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","WILLIAMS JOSHUA","ESP",246.45075,10,0
"11","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","KAJI CHRIS","RAMPERSAD JAYSON","CAN",244.92,11,0
