"","sim76.X1","sim76.X2","sim76.X3","sim76.X4","sim76.X5","sim76.Country","sim76.score","sim76.rank","sim76.weight"
"1","SHI CONG","SUN WEI","ZHANG BOHENG","YIN DEHANG","LAN XINGYU","CHN",263.48525,1,3
"2","DOI RYOSUKE","HASHIMOTO DAIKI","TANIGAWA KAKERU","RYOTA TSUMURA","KAYA KAZUMA","JPN",260.6985,2,2
"3","JUDA PAUL","MALONE BRODY","RICHARD FRED","WALKER COLT","LOOS RILEY","USA",257.67625,3,1
"4","FRASER JOE","HALL JAMES","JARMAN JAKE","WHITLOCK MAX","HEPWORTH HARRY","GBR",255.282,4,0
"5","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","TUR",251.4355,5,0
"6","ABBADINI YUMIN","MACCHINI CARLO","BARTOLINI NICOLA","SARRUGERIO MARCO","LODADIO MARCO","ITA",250.258,6,0
"7","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",248.96275,7,0
"8","BAUMANN CHRISTIAN","SEIFERT NOE","TAMSEL DOMINIC","LANGENEGGER FLORIAN","RAUBAL IAN","SUI",247.70675,8,0
"9","DAUSER LUKAS","TREBING GLENN","HOSSEINI MILAN","DUNKEL NILS","KOCHAN LUCAS","GER",247.3535,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",247.23575,10,0
"11","ABAD NESTOR","JIMENEZ PAU","WILLIAMS JOSHUA","DIALLO THIERNO","PLATA JOEL","ESP",245.3125,11,0
