"","sim17.X1","sim17.X2","sim17.X3","sim17.X4","sim17.X5","sim17.Country","sim17.score","sim17.rank","sim17.weight"
"1","HASHIMOTO DAIKI","TANIGAWA KAKERU","RYOTA TSUMURA","KAYA KAZUMA","TANIGAWA WATARU","JPN",260.65925,1,3
"2","MALONE BRODY","BURKHART TAYLOR","HONG ASHER","NEDOROSCIK STEPHEN","BRIONES BRANDON","USA",258.85375,2,2
"3","SUN WEI","YANG JIAXING","SHI CONG","ZHANG BOHENG","LAN XINGYU","CHN",257.794,3,1
"4","HALL JAMES","JARMAN JAKE","KARNEJENKO PAVEL","LEWIS JAMIE","TULLOCH COURTNEY","GBR",254.53625,4,0
"5","BARTOLINI NICOLA","MACCHINI CARLO","SARRUGERIO MARCO","LODADIO MARCO","MACCHIATI MARIO","ITA",251.043,5,0
"6","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","OENDER AHMET","TUR",250.0225,6,0
"7","DOLCI FELIX","EMARD WILLIAM","ZAKUTNEY SAM","CLAY ZACHARY","COURNOYER RENE","CAN",248.96275,7,0
"8","BRENDEL PASCAL","HOERR CARLO","TREBING GLENN","DAUSER LUKAS","DUNKEL NILS","GER",247.275,8,0
"9","SERHANI TAHA","TAMSEL DOMINIC","FREY ANDRIN","SEIFERT NOE","RAUBAL IAN","SUI",245.548,9,0
"10","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",242.13325,10,0
"11","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","DIALLO THIERNO","WILLIAMS JOSHUA","ESP",240.995,11,0
