"","sim82.X1","sim82.X2","sim82.X3","sim82.X4","sim82.X5","sim82.Country","sim82.score","sim82.rank","sim82.weight"
"1","SUN WEI","ZHANG BOHENG","ZOU JINGYUAN","LAN XINGYU","SHI CONG","CHN",261.9545,1,3
"2","HASHIMOTO DAIKI","TANIGAWA WATARU","CHIBA KENTA","TANIGAWA KAKERU","KAMOTO YUYA","JPN",261.6405,2,2
"3","BRIONES BRANDON","RICHARD FRED","MOLDAUER YUL","WALKER COLT","NEDOROSCIK STEPHEN","USA",258.265,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","JARMAN JAKE","TOBIN ADAM","GBR",254.8895,4,0
"5","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","COLAK IBRAHIM","KOSAK MEHMET","TUR",253.398,5,0
"6","ABBADINI YUMIN","MOZZATO NICOLO","BARTOLINI NICOLA","SARRUGERIO MARCO","ROSA EDOARDO","ITA",250.92525,6,0
"7","BRENDEL PASCAL","DAUSER LUKAS","KOCHAN LUCAS","SCHULTZE TOM","DUNKEL NILS","GER",249.7085,7,0
"8","BAUMANN CHRISTIAN","SEIFERT NOE","SERHANI TAHA","LANGENEGGER FLORIAN","RAUBAL IAN","SUI",249.5515,8,0
"9","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","ABAD NESTOR","ESP",245.82275,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",244.92,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","UKR",244.40975,11,0
