"","sim143.X1","sim143.X2","sim143.X3","sim143.X4","sim143.X5","sim143.Country","sim143.score","sim143.rank","sim143.weight"
"1","KAMOTO YUYA","KAYA KAZUMA","HASHIMOTO DAIKI","TANIGAWA KAKERU","TANIGAWA WATARU","JPN",261.13025,1,3
"2","SHI CONG","ZHANG BOHENG","YANG JIAXING","YIN DEHANG","LAN XINGYU","CHN",259.63875,2,2
"3","JUDA PAUL","MALONE BRODY","YOUNG KHOI","BOCK CAMERON","HONG ASHER","USA",257.166,3,1
"4","FRASER JOE","JARMAN JAKE","WHITLOCK MAX","TULLOCH COURTNEY","WEIR DAVID","GBR",252.142,4,0
"5","ABBADINI YUMIN","BONICELLI LORENZO","BARTOLINI NICOLA","CASALI LORENZO","MARESCA SALVATORE","ITA",251.16075,5,0
"6","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","TUR",250.68975,6,0
"7","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","UKR",247.15725,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",246.84325,8,0
"9","BRENDEL PASCAL","DAUSER LUKAS","SCHULTZE TOM","TREBING GLENN","DUNKEL NILS","GER",246.647,9,0
"10","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SEIFERT NOE","SERHANI TAHA","SERHANI SAMIR","SUI",246.5685,10,0
"11","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","JIMENEZ PAU","DIALLO THIERNO","ESP",246.21525,11,0
