"","sim53.X1","sim53.X2","sim53.X3","sim53.X4","sim53.X5","sim53.Country","sim53.score","sim53.rank","sim53.weight"
"1","CHIBA KENTA","HASHIMOTO DAIKI","SUGIMOTO KAITO","DOI RYOSUKE","TANIGAWA WATARU","JPN",261.60125,1,3
"2","SHI CONG","SUN WEI","SU WEIDE","ZHANG BOHENG","YIN DEHANG","CHN",261.28725,2,2
"3","MALONE BRODY","MOLDAUER YUL","YOCKERS IGNACIO","JUDA PAUL","YOUNG KHOI","USA",256.6165,3,1
"4","FRASER JOE","HALL JAMES","MOSTOWFI SAM","REGINI GIARNNI","TULLOCH COURTNEY","GBR",256.3025,4,0
"5","ASIL ADEM","OENDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","KOSAK MEHMET","TUR",253.20175,5,0
"6","ABBADINI YUMIN","MOZZATO NICOLO","CASALI LORENZO","MACCHIATI MARIO","LODADIO MARCO","ITA",251.55325,6,0
"7","DOLCI FELIX","EMARD WILLIAM","ZAKUTNEY SAM","COURNOYER RENE","CLAY ZACHARY","CAN",250.21875,7,0
"8","DAUSER LUKAS","KOCHAN LUCAS","HOSSEINI MILAN","DUNKEL NILS","TREBING GLENN","GER",249.944,8,0
"9","SEIFERT NOE","SERHANI TAHA","LANGENEGGER FLORIAN","BAUMANN CHRISTIAN","RAUBAL IAN","SUI",247.54975,9,0
"10","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","CHEPURNYI NAZAR","UKR",245.97975,10,0
"11","MIR NICOLAU","PLATA JOEL","WILLIAMS JOSHUA","DIALLO THIERNO","ABAD NESTOR","ESP",243.821,11,0
