"","sim2.X1","sim2.X2","sim2.X3","sim2.X4","sim2.X5","sim2.Country","sim2.score","sim2.rank","sim2.weight"
"1","KAMOTO YUYA","HASHIMOTO DAIKI","KAYA KAZUMA","MINORI HARUKI","TANIGAWA WATARU","JPN",259.95275,1,3
"2","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","NEDOROSCIK STEPHEN","HONG ASHER","USA",259.364,2,2
"3","SHI CONG","SU WEIDE","ZHANG BOHENG","ZOU JINGYUAN","LAN XINGYU","CHN",258.06875,3,1
"4","REGINI GIARNNI","TOBIN ADAM","JARMAN JAKE","LEWIS JAMIE","FRASER JOE","GBR",255.94925,4,0
"5","HOERR CARLO","HOSSEINI MILAN","BRENDEL PASCAL","DUNKEL NILS","DAUSER LUKAS","GER",250.415,5,0
"6","VANNUCCHI NICCOLO","CASALI LORENZO","LEVANTESI MATTEO","MACCHIATI MARIO","ROSA EDOARDO","ITA",249.82625,6,0
"7","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","COLAK IBRAHIM","KOSAK MEHMET","TUR",249.473,7,0
"8","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",249.2375,8,0
"9","RAUBAL IAN","SEIFERT NOE","TAMSEL DOMINIC","LANGENEGGER FLORIAN","BAUMANN CHRISTIAN","SUI",248.33475,9,0
"10","ABAD NESTOR","PLATA JOEL","DIALLO THIERNO","MIR NICOLAU","WILLIAMS JOSHUA","ESP",245.705,10,0
"11","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",245.077,11,0
