"","sim15.X1","sim15.X2","sim15.X3","sim15.X4","sim15.X5","sim15.Country","sim15.score","sim15.rank","sim15.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","KAWAKAMI SHOHEI","TANIGAWA WATARU","RYOTA TSUMURA","JPN",261.05175,1,3
"2","SU WEIDE","ZHANG BOHENG","LAN XINGYU","SHI CONG","YIN DEHANG","CHN",259.7565,2,2
"3","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","MOLDAUER YUL","GUIMARAES VITALIY","USA",257.637,3,1
"4","FRASER JOE","REGINI GIARNNI","JARMAN JAKE","HALL JAMES","TULLOCH COURTNEY","GBR",257.28375,4,0
"5","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","ONDER AHMET","COLAK IBRAHIM","TUR",253.35875,5,0
"6","ABBADINI YUMIN","BARTOLINI NICOLA","LEVANTESI MATTEO","MACCHIATI MARIO","LODADIO MARCO","ITA",249.66925,6,0
"7","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",248.80575,7,0
"8","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",248.7665,8,0
"9","DAUSER LUKAS","KOCHAN LUCAS","TREBING GLENN","SCHULTZE TOM","DUNKEL NILS","GER",248.6095,9,0
"10","BAUMANN CHRISTIAN","SEIFERT NOE","LANGENEGGER FLORIAN","SERHANI TAHA","RAUBAL IAN","SUI",247.903,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",243.54625,11,0
