"","sim79.X1","sim79.X2","sim79.X3","sim79.X4","sim79.X5","sim79.Country","sim79.score","sim79.rank","sim79.weight"
"1","SHI CONG","SU WEIDE","ZHANG BOHENG","YIN DEHANG","LAN XINGYU","CHN",259.992,1,3
"2","CHIBA KENTA","KAMOTO YUYA","HASHIMOTO DAIKI","KAYA KAZUMA","TANIGAWA WATARU","JPN",259.87425,2,2
"3","MALONE BRODY","HONG ASHER","WALKER COLT","WHITTENBURG DONNELL","YOUNG KHOI","USA",258.0295,3,1
"4","JARMAN JAKE","NATHAN JOSHUA","HEPWORTH HARRY","FRASER JOE","WHITLOCK MAX","GBR",256.65575,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","OENDER AHMET","GUNDOGDU YUNUS","TUR",251.671,5,0
"6","MACCHINI CARLO","BARTOLINI NICOLA","ABBADINI YUMIN","LODADIO MARCO","CASALI LORENZO","ITA",251.39625,6,0
"7","TAMSEL DOMINIC","LANGENEGGER FLORIAN","SERHANI SAMIR","RAUBAL IAN","SEIFERT NOE","SUI",250.101,7,0
"8","DAUSER LUKAS","HOERR CARLO","KOCHAN LUCAS","HOSSEINI MILAN","DUNKEL NILS","GER",249.7085,8,0
"9","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",249.59075,9,0
"10","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","CHEPURNYI NAZAR","UKR",245.90125,10,0
"11","ABAD NESTOR","PLATA JOEL","JIMENEZ PAU","DIALLO THIERNO","MIR NICOLAU","ESP",245.7835,11,0
