"","sim128.X1","sim128.X2","sim128.X3","sim128.X4","sim128.X5","sim128.Country","sim128.score","sim128.rank","sim128.weight"
"1","KAWAKAMI SHOHEI","MATSUMI KAZUKI","MINAMI KAZUKI","KAYA KAZUMA","HASHIMOTO DAIKI","JPN",260.934,1,3
"2","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","WISKUS SHANE","YOUNG KHOI","USA",258.46125,2,2
"3","SHI CONG","SUN WEI","YANG JIAXING","ZHANG BOHENG","YIN DEHANG","CHN",258.46125,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","TULLOCH COURTNEY","KARNEJENKO PAVEL","GBR",255.3605,4,0
"5","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","GUNDOGDU YUNUS","TUR",252.2205,5,0
"6","BONICELLI LORENZO","MOZZATO NICOLO","CASALI LORENZO","MACCHIATI MARIO","MARESCA SALVATORE","ITA",251.31775,6,0
"7","BRENDEL PASCAL","KOCHAN LUCAS","HOSSEINI MILAN","DAUSER LUKAS","TREBING GLENN","GER",249.787,7,0
"8","BAUMANN CHRISTIAN","SERHANI TAHA","TAMSEL DOMINIC","LANGENEGGER FLORIAN","RAUBAL IAN","SUI",247.8245,8,0
"9","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","WILLIAMS JOSHUA","ESP",246.961,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","SAUVE LEANDRE","CAN",245.58725,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",245.03775,11,0
