"","sim140.X1","sim140.X2","sim140.X3","sim140.X4","sim140.X5","sim140.Country","sim140.score","sim140.rank","sim140.weight"
"1","CHIBA KENTA","HASHIMOTO DAIKI","KAYA KAZUMA","KAMOTO YUYA","TANIGAWA WATARU","JPN",263.132,1,3
"2","SUN WEI","ZHANG BOHENG","SHI CONG","YANG JIAXING","LAN XINGYU","CHN",260.89475,2,2
"3","RICHARD FRED","WALKER COLT","ALFONSO JAVIER","MOLDAUER YUL","YOUNG KHOI","USA",256.3025,3,1
"4","FRASER JOE","REGINI GIARNNI","WHITLOCK MAX","JARMAN JAKE","WHITEHOUSE LUKE","GBR",256.067,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","OENDER AHMET","COLAK IBRAHIM","TUR",253.084,5,0
"6","LEVANTESI MATTEO","MACCHIATI MARIO","SARRUGERIO MARCO","BONICELLI LORENZO","LODADIO MARCO","ITA",250.06175,6,0
"7","HOERR CARLO","TREBING GLENN","DAUSER LUKAS","HOSSEINI MILAN","KOCHAN LUCAS","GER",249.0805,7,0
"8","JIMENEZ PAU","PLATA JOEL","DIALLO THIERNO","MIR NICOLAU","ABAD NESTOR","ESP",247.1965,8,0
"9","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","VASHCHENKO ROMAN","STELMAKH RADOMYR","UKR",245.1555,9,0
"10","BAUMANN CHRISTIAN","SERHANI TAHA","LANGENEGGER FLORIAN","SEIFERT NOE","RAUBAL IAN","SUI",244.9985,10,0
"11","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",243.821,11,0
