"","sim138.X1","sim138.X2","sim138.X3","sim138.X4","sim138.X5","sim138.Country","sim138.score","sim138.rank","sim138.weight"
"1","HASHIMOTO DAIKI","KAYA KAZUMA","TANIGAWA KAKERU","MINAMI KAZUKI","KAMOTO YUYA","JPN",261.13025,1,3
"2","SU WEIDE","LAN XINGYU","YIN DEHANG","YOU HAO","ZHANG BOHENG","CHN",258.93225,2,2
"3","FRASER JOE","HALL JAMES","REGINI GIARNNI","JARMAN JAKE","TULLOCH COURTNEY","GBR",258.06875,3,1
"4","JUDA PAUL","YOUNG KHOI","PHILLIPS CURRAN","WALKER COLT","WHITTENBURG DONNELL","USA",257.5585,4,0
"5","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","KOSAK MEHMET","TUR",253.3195,5,0
"6","BONICELLI LORENZO","MOZZATO NICOLO","MACCHIATI MARIO","ABBADINI YUMIN","CASALI LORENZO","ITA",251.043,6,0
"7","BAUMANN CHRISTIAN","SERHANI SAMIR","LANGENEGGER FLORIAN","SERHANI TAHA","SEIFERT NOE","SUI",250.14025,7,0
"8","BRENDEL PASCAL","HOERR CARLO","HOSSEINI MILAN","DAUSER LUKAS","TREBING GLENN","GER",247.9815,8,0
"9","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",245.19475,9,0
"10","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",244.92,10,0
"11","ABAD NESTOR","DIALLO THIERNO","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","ESP",244.606,11,0
