"","sim136.X1","sim136.X2","sim136.X3","sim136.X4","sim136.X5","sim136.Country","sim136.score","sim136.rank","sim136.weight"
"1","HASHIMOTO DAIKI","MATSUMI KAZUKI","TANIGAWA KAKERU","SUGIMOTO KAITO","KAYA KAZUMA","JPN",263.3675,1,3
"2","SHI CONG","SU WEIDE","SUN WEI","ZHANG BOHENG","LAN XINGYU","CHN",259.87425,2,2
"3","MALONE BRODY","HONG ASHER","JUDA PAUL","YOUNG KHOI","WHITTENBURG DONNELL","USA",259.05,3,1
"4","FRASER JOE","JARMAN JAKE","LEWIS JAMIE","WHITLOCK MAX","TULLOCH COURTNEY","GBR",256.57725,4,0
"5","ASIL ADEM","OENDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","GUNDOGDU YUNUS","TUR",252.3775,5,0
"6","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","CHEPURNYI NAZAR","RADIVILOV IGOR","UKR",249.63,6,0
"7","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SEIFERT NOE","FREY ANDRIN","SERHANI SAMIR","SUI",249.43375,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",249.04125,8,0
"9","ABBADINI YUMIN","MACCHINI CARLO","ROSA EDOARDO","LODADIO MARCO","MACCHIATI MARIO","ITA",247.746,9,0
"10","DAUSER LUKAS","HOERR CARLO","HOSSEINI MILAN","TREBING GLENN","DUNKEL NILS","GER",247.589,10,0
"11","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","ESP",242.29025,11,0
