"","sim16.X1","sim16.X2","sim16.X3","sim16.X4","sim16.X5","sim16.Country","sim16.score","sim16.rank","sim16.weight"
"1","SHI CONG","SUN WEI","ZHANG BOHENG","YANG JIAXING","LAN XINGYU","CHN",260.777,1,3
"2","DOI RYOSUKE","HASHIMOTO DAIKI","SUGIMOTO KAITO","TANIGAWA WATARU","CHIBA KENTA","JPN",260.62,2,2
"3","RICHARD FRED","WISKUS SHANE","MOLDAUER YUL","YOUNG KHOI","MALONE BRODY","USA",257.637,3,1
"4","CEMLYN JOE","FRASER JOE","JARMAN JAKE","REGINI GIARNNI","TULLOCH COURTNEY","GBR",253.82975,4,0
"5","BAUMANN CHRISTIAN","SERHANI TAHA","TAMSEL DOMINIC","RAUBAL IAN","SEIFERT NOE","SUI",248.7665,5,0
"6","BONICELLI LORENZO","CASALI LORENZO","LEVANTESI MATTEO","MACCHIATI MARIO","LODADIO MARCO","ITA",248.6095,6,0
"7","ABAD NESTOR","JIMENEZ PAU","PLATA JOEL","DIALLO THIERNO","MIR NICOLAU","ESP",248.41325,7,0
"8","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","TUR",248.2955,8,0
"9","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",247.6675,9,0
"10","DAUSER LUKAS","HOERR CARLO","HOSSEINI MILAN","DUNKEL NILS","TREBING GLENN","GER",247.62825,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",243.93875,11,0
