"","sim109.X1","sim109.X2","sim109.X3","sim109.X4","sim109.X5","sim109.Country","sim109.score","sim109.rank","sim109.weight"
"1","HASHIMOTO DAIKI","KAMOTO YUYA","KAYA KAZUMA","TANIGAWA WATARU","RYOTA TSUMURA","JPN",261.75825,1,3
"2","SHI CONG","SUN WEI","ZHANG BOHENG","LAN XINGYU","LIU YANG","CHN",261.6405,2,2
"3","JUDA PAUL","MALONE BRODY","WALKER COLT","BRIONES BRANDON","YOUNG KHOI","USA",258.265,3,1
"4","FRASER JOE","JARMAN JAKE","HEPWORTH HARRY","LEWIS JAMIE","WHITLOCK MAX","GBR",255.00725,4,0
"5","ASIL ADEM","ARICAN FERHAT","COLAK IBRAHIM","OENDER AHMET","KOSAK MEHMET","TUR",249.0805,5,0
"6","BONICELLI LORENZO","CASALI LORENZO","LEVANTESI MATTEO","MACCHIATI MARIO","MARESCA SALVATORE","ITA",248.02075,6,0
"7","BRENDEL PASCAL","DAUSER LUKAS","TREBING GLENN","HOSSEINI MILAN","KOCHAN LUCAS","GER",248.02075,7,0
"8","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","ESP",246.5685,8,0
"9","COURNOYER RENE","ZAKUTNEY SAM","DOLCI FELIX","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",245.9405,9,0
"10","LANGENEGGER FLORIAN","TAMSEL DOMINIC","FREY ANDRIN","RAUBAL IAN","SEIFERT NOE","SUI",244.48825,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","UKR",244.17425,11,0
