"","sim35.X1","sim35.X2","sim35.X3","sim35.X4","sim35.X5","sim35.Country","sim35.score","sim35.rank","sim35.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","KAYA KAZUMA","TANIGAWA WATARU","SUGINO TAKAAKI","JPN",261.6405,1,3
"2","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","MOLDAUER YUL","HONG ASHER","USA",261.091,2,2
"3","SHI CONG","SUN WEI","ZHANG BOHENG","YIN DEHANG","LAN XINGYU","CHN",259.95275,3,1
"4","HALL JAMES","WHITLOCK MAX","JARMAN JAKE","FRASER JOE","TULLOCH COURTNEY","GBR",252.49525,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","COLAK IBRAHIM","GUNDOGDU YUNUS","TUR",250.9645,5,0
"6","BAUMANN CHRISTIAN","SEIFERT NOE","LANGENEGGER FLORIAN","SERHANI TAHA","SERHANI SAMIR","SUI",247.9815,6,0
"7","ABBADINI YUMIN","MACCHINI CARLO","LEVANTESI MATTEO","LODADIO MARCO","CASALI LORENZO","ITA",247.275,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",246.45075,8,0
"9","ABAD NESTOR","PLATA JOEL","WILLIAMS JOSHUA","MIR NICOLAU","DIALLO THIERNO","ESP",246.333,9,0
"10","BRENDEL PASCAL","DAUSER LUKAS","HOSSEINI MILAN","DUNKEL NILS","KOCHAN LUCAS","GER",246.2545,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",245.234,11,0
