"","sim65.X1","sim65.X2","sim65.X3","sim65.X4","sim65.X5","sim65.Country","sim65.score","sim65.rank","sim65.weight"
"1","CHIBA KENTA","HASHIMOTO DAIKI","MINAMI KAZUKI","KAYA KAZUMA","SUGINO TAKAAKI","JPN",261.91525,1,3
"2","YANG JIAXING","ZHANG BOHENG","YIN DEHANG","SHI CONG","YOU HAO","CHN",259.835,2,2
"3","JUDA PAUL","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","YOUNG KHOI","USA",258.893,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","TOBIN ADAM","JARMAN JAKE","GBR",254.7325,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","COLAK IBRAHIM","GUNDOGDU YUNUS","TUR",251.4355,5,0
"6","ABBADINI YUMIN","BONICELLI LORENZO","MOZZATO NICOLO","CASALI LORENZO","LODADIO MARCO","ITA",250.1795,6,0
"7","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","VASHCHENKO ROMAN","STELMAKH RADOMYR","UKR",248.80575,7,0
"8","BAUMANN CHRISTIAN","SERHANI SAMIR","SERHANI TAHA","RAUBAL IAN","SEIFERT NOE","SUI",248.688,8,0
"9","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",247.432,9,0
"10","DAUSER LUKAS","DUNKEL NILS","TREBING GLENN","BRENDEL PASCAL","SCHULTZE TOM","GER",245.50875,10,0
"11","ABAD NESTOR","WILLIAMS JOSHUA","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","ESP",243.821,11,0
