"","sim3.X1","sim3.X2","sim3.X3","sim3.X4","sim3.X5","sim3.Country","sim3.score","sim3.rank","sim3.weight"
"1","CHIBA KENTA","HASHIMOTO DAIKI","DOI RYOSUKE","TANIGAWA WATARU","KAYA KAZUMA","JPN",261.91525,1,3
"2","LIN CHAOPAN","SUN WEI","ZHANG BOHENG","LAN XINGYU","LIU YANG","CHN",260.6985,2,2
"3","MALONE BRODY","WALKER COLT","HONG ASHER","SUN BLAKE","MOLDAUER YUL","USA",257.166,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","KARNEJENKO PAVEL","NATHAN JOSHUA","GBR",253.90825,4,0
"5","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","TUR",252.6915,5,0
"6","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",250.6505,6,0
"7","ABBADINI YUMIN","LEVANTESI MATTEO","BARTOLINI NICOLA","SARRUGERIO MARCO","CASALI LORENZO","ITA",249.98325,7,0
"8","BRENDEL PASCAL","DAUSER LUKAS","HOSSEINI MILAN","KOCHAN LUCAS","DUNKEL NILS","GER",248.80575,8,0
"9","BAUMANN CHRISTIAN","SEIFERT NOE","SERHANI TAHA","LANGENEGGER FLORIAN","TAMSEL DOMINIC","SUI",248.7665,9,0
"10","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","VASHCHENKO ROMAN","CHEPURNYI NAZAR","UKR",247.0395,10,0
"11","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",245.7835,11,0
