"","sim122.X1","sim122.X2","sim122.X3","sim122.X4","sim122.X5","sim122.Country","sim122.score","sim122.rank","sim122.weight"
"1","DOI RYOSUKE","KAMOTO YUYA","KAYA KAZUMA","TANIGAWA KAKERU","SUGINO TAKAAKI","JPN",261.13025,1,3
"2","SHI CONG","SUN WEI","ZHANG BOHENG","YOU HAO","LAN XINGYU","CHN",260.73775,2,2
"3","FRASER JOE","HALL JAMES","REGINI GIARNNI","WHITLOCK MAX","JARMAN JAKE","GBR",259.63875,3,1
"4","MALONE BRODY","CHOU J.R.","HONG ASHER","BRIONES BRANDON","JUDA PAUL","USA",256.695,4,0
"5","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","KOSAK MEHMET","TUR",252.2205,5,0
"6","MOZZATO NICOLO","BARTOLINI NICOLA","ABBADINI YUMIN","LEVANTESI MATTEO","LODADIO MARCO","ITA",250.92525,6,0
"7","DAUSER LUKAS","KOCHAN LUCAS","HOSSEINI MILAN","TREBING GLENN","DUNKEL NILS","GER",248.531,7,0
"8","BAUMANN CHRISTIAN","SERHANI SAMIR","TAMSEL DOMINIC","LANGENEGGER FLORIAN","RAUBAL IAN","SUI",247.94225,8,0
"9","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",247.70675,9,0
"10","CLAY ZACHARY","COURNOYER RENE","ZAKUTNEY SAM","DOLCI FELIX","EMARD WILLIAM","CAN",247.00025,10,0
"11","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","ESP",246.52925,11,0
