"","sim121.X1","sim121.X2","sim121.X3","sim121.X4","sim121.X5","sim121.Country","sim121.score","sim121.rank","sim121.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","KAMOTO YUYA","TANIGAWA WATARU","KAYA KAZUMA","JPN",260.62,1,3
"2","SHI CONG","SUN WEI","ZHANG BOHENG","ZOU JINGYUAN","LAN XINGYU","CHN",259.56025,2,2
"3","JUDA PAUL","BOCK CAMERON","HONG ASHER","WALKER COLT","BRIONES BRANDON","USA",257.2445,3,1
"4","FRASER JOE","JARMAN JAKE","REGINI GIARNNI","WHITLOCK MAX","HALL JAMES","GBR",256.4595,4,0
"5","BONICELLI LORENZO","MACCHINI CARLO","BARTOLINI NICOLA","MACCHIATI MARIO","MARESCA SALVATORE","ITA",249.59075,5,0
"6","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","OENDER AHMET","COLAK IBRAHIM","TUR",249.04125,6,0
"7","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",248.688,7,0
"8","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","VASHCHENKO ROMAN","UKR",247.9815,8,0
"9","KOCHAN LUCAS","HOSSEINI MILAN","BRENDEL PASCAL","TREBING GLENN","DUNKEL NILS","GER",247.00025,9,0
"10","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SEIFERT NOE","SERHANI SAMIR","FREY ANDRIN","SUI",246.804,10,0
"11","ABAD NESTOR","WILLIAMS JOSHUA","DIALLO THIERNO","MIR NICOLAU","PLATA JOEL","ESP",244.135,11,0
