"","sim49.X1","sim49.X2","sim49.X3","sim49.X4","sim49.X5","sim49.Country","sim49.score","sim49.rank","sim49.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","TANIGAWA WATARU","KAYA KAZUMA","SUGINO TAKAAKI","JPN",261.75825,1,3
"2","SU WEIDE","ZHANG BOHENG","SHI CONG","YOU HAO","ZOU JINGYUAN","CHN",259.4425,2,2
"3","MALONE BRODY","GUIMARAES VITALIY","JUDA PAUL","BOCK CAMERON","MOLDAUER YUL","USA",258.61825,3,1
"4","WHITLOCK MAX","JARMAN JAKE","HEPWORTH HARRY","NATHAN JOSHUA","TULLOCH COURTNEY","GBR",252.927,4,0
"5","ARICAN FERHAT","OENDER AHMET","ONDER AHMET","COLAK IBRAHIM","ASIL ADEM","TUR",250.729,5,0
"6","ABBADINI YUMIN","MOZZATO NICOLO","BONICELLI LORENZO","ROSA EDOARDO","LODADIO MARCO","ITA",249.98325,6,0
"7","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",248.64875,7,0
"8","SEIFERT NOE","SERHANI TAHA","TAMSEL DOMINIC","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SUI",248.57025,8,0
"9","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",247.62825,9,0
"10","PLATA JOEL","WILLIAMS JOSHUA","ABAD NESTOR","MIR NICOLAU","DIALLO THIERNO","ESP",247.07875,10,0
"11","KOCHAN LUCAS","DAUSER LUKAS","HOSSEINI MILAN","DUNKEL NILS","TREBING GLENN","GER",246.2545,11,0
