"","sim41.X1","sim41.X2","sim41.X3","sim41.X4","sim41.X5","sim41.Country","sim41.score","sim41.rank","sim41.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","TANIGAWA KAKERU","KAYA KAZUMA","RYOTA TSUMURA","JPN",262.54325,1,3
"2","LIN CHAOPAN","SHI CONG","ZHANG BOHENG","SUN WEI","ZOU JINGYUAN","CHN",260.73775,2,2
"3","JUDA PAUL","MALONE BRODY","WALKER COLT","GUIMARAES VITALIY","BURKHART TAYLOR","USA",259.05,3,1
"4","ASIL ADEM","OENDER AHMET","ARICAN FERHAT","KOSAK MEHMET","GUNDOGDU YUNUS","TUR",254.14375,4,0
"5","FRASER JOE","HEPWORTH HARRY","HALL JAMES","TULLOCH COURTNEY","JARMAN JAKE","GBR",252.49525,5,0
"6","ABBADINI YUMIN","BONICELLI LORENZO","BARTOLINI NICOLA","SARRUGERIO MARCO","LODADIO MARCO","ITA",250.729,6,0
"7","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",248.6095,7,0
"8","BAUMANN CHRISTIAN","RAUBAL IAN","SERHANI TAHA","SEIFERT NOE","FREY ANDRIN","SUI",248.09925,8,0
"9","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","UKR",247.39275,9,0
"10","DUNKEL NILS","KOCHAN LUCAS","DAUSER LUKAS","HOSSEINI MILAN","SISSAKIS DARIO","GER",245.97975,10,0
"11","ABAD NESTOR","DIALLO THIERNO","JIMENEZ PAU","PLATA JOEL","MIR NICOLAU","ESP",245.90125,11,0
