"","sim146.X1","sim146.X2","sim146.X3","sim146.X4","sim146.X5","sim146.Country","sim146.score","sim146.rank","sim146.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","KAMOTO YUYA","RYOTA TSUMURA","TANIGAWA WATARU","JPN",262.4255,1,3
"2","YANG JIAXING","ZHANG BOHENG","SU WEIDE","YOU HAO","SUN WEI","CHN",258.3435,2,2
"3","BRIONES BRANDON","JUDA PAUL","PHILLIPS CURRAN","RICHARD FRED","WALKER COLT","USA",258.14725,3,1
"4","KOVTUN ILLIA","STELMAKH RADOMYR","RADIVILOV IGOR","PAKHNIUK PETRO","VASHCHENKO ROMAN","UKR",252.80925,4,0
"5","FRASER JOE","HALL JAMES","REGINI GIARNNI","JARMAN JAKE","TOBIN ADAM","GBR",252.77,5,0
"6","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","COLAK IBRAHIM","KOSAK MEHMET","TUR",251.671,6,0
"7","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",249.98325,7,0
"8","ABBADINI YUMIN","VANNUCCHI NICCOLO","BARTOLINI NICOLA","CASALI LORENZO","MARESCA SALVATORE","ITA",249.787,8,0
"9","SEIFERT NOE","SERHANI TAHA","TAMSEL DOMINIC","LANGENEGGER FLORIAN","BAUMANN CHRISTIAN","SUI",247.3535,9,0
"10","KOCHAN LUCAS","HOSSEINI MILAN","TREBING GLENN","DAUSER LUKAS","DUNKEL NILS","GER",246.52925,10,0
"11","ABAD NESTOR","PLATA JOEL","DIALLO THIERNO","WILLIAMS JOSHUA","MIR NICOLAU","ESP",245.077,11,0
