"","sim37.X1","sim37.X2","sim37.X3","sim37.X4","sim37.X5","sim37.Country","sim37.score","sim37.rank","sim37.weight"
"1","MALONE BRODY","WHITTENBURG DONNELL","WALKER COLT","YOUNG KHOI","WISKUS SHANE","USA",261.405,1,3
"2","HASHIMOTO DAIKI","TANIGAWA KAKERU","TANIGAWA WATARU","MINORI HARUKI","DOI RYOSUKE","JPN",260.18825,2,2
"3","SHI CONG","SU WEIDE","SUN WEI","ZHANG BOHENG","ZOU JINGYUAN","CHN",259.01075,3,1
"4","FRASER JOE","HALL JAMES","KARNEJENKO PAVEL","JARMAN JAKE","WHITLOCK MAX","GBR",255.5175,4,0
"5","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",252.41675,5,0
"6","ARICAN FERHAT","ASIL ADEM","OENDER AHMET","ONDER AHMET","COLAK IBRAHIM","TUR",251.16075,6,0
"7","ABBADINI YUMIN","VANNUCCHI NICCOLO","LEVANTESI MATTEO","MACCHIATI MARIO","SARRUGERIO MARCO","ITA",250.101,7,0
"8","RAUBAL IAN","SERHANI TAHA","SEIFERT NOE","BAUMANN CHRISTIAN","LANGENEGGER FLORIAN","SUI",249.787,8,0
"9","ABAD NESTOR","MIR NICOLAU","WILLIAMS JOSHUA","DIALLO THIERNO","PLATA JOEL","ESP",248.02075,9,0
"10","DAUSER LUKAS","HOSSEINI MILAN","KUNZ ALEXANDER","KOCHAN LUCAS","DUNKEL NILS","GER",246.13675,10,0
"11","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","CHEPURNYI NAZAR","UKR",243.86025,11,0
