"","sim112.X1","sim112.X2","sim112.X3","sim112.X4","sim112.X5","sim112.Country","sim112.score","sim112.rank","sim112.weight"
"1","SHI CONG","SUN WEI","ZHANG BOHENG","YOU HAO","LAN XINGYU","CHN",261.99375,1,3
"2","DOI RYOSUKE","HASHIMOTO DAIKI","KAMOTO YUYA","TANIGAWA WATARU","MINORI HARUKI","JPN",261.562,2,2
"3","JUDA PAUL","MALONE BRODY","RICHARD FRED","NEDOROSCIK STEPHEN","HONG ASHER","USA",259.40325,3,1
"4","FRASER JOE","HALL JAMES","REGINI GIARNNI","TULLOCH COURTNEY","WHITLOCK MAX","GBR",256.18475,4,0
"5","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","OENDER AHMET","GUNDOGDU YUNUS","TUR",252.25975,5,0
"6","MOZZATO NICOLO","BARTOLINI NICOLA","CASALI LORENZO","SARRUGERIO MARCO","ROSA EDOARDO","ITA",252.0635,6,0
"7","SEIFERT NOE","SERHANI TAHA","LANGENEGGER FLORIAN","SERHANI SAMIR","RAUBAL IAN","SUI",248.33475,7,0
"8","ABAD NESTOR","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","JIMENEZ PAU","ESP",247.86375,8,0
"9","KOCHAN LUCAS","DAUSER LUKAS","HOSSEINI MILAN","DUNKEL NILS","TREBING GLENN","GER",247.78525,9,0
"10","DOLCI FELIX","EMARD WILLIAM","COURNOYER RENE","CLAY ZACHARY","RAMPERSAD JAYSON","CAN",246.52925,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","UKR",245.27325,11,0
