"","sim142.X1","sim142.X2","sim142.X3","sim142.X4","sim142.X5","sim142.Country","sim142.score","sim142.rank","sim142.weight"
"1","SHI CONG","SUN WEI","ZHANG BOHENG","LAN XINGYU","YIN DEHANG","CHN",261.28725,1,3
"2","CHIBA KENTA","HASHIMOTO DAIKI","KAYA KAZUMA","MINORI HARUKI","DOI RYOSUKE","JPN",260.777,2,2
"3","MALONE BRODY","WISKUS SHANE","MOLDAUER YUL","YOUNG KHOI","GUIMARAES VITALIY","USA",260.50225,3,1
"4","HALL JAMES","REGINI GIARNNI","JARMAN JAKE","WHITEHOUSE LUKE","FRASER JOE","GBR",253.51575,4,0
"5","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","ASIL ADEM","COLAK IBRAHIM","TUR",250.729,5,0
"6","BARTOLINI NICOLA","LEVANTESI MATTEO","SARRUGERIO MARCO","MACCHIATI MARIO","ROSA EDOARDO","ITA",250.61125,6,0
"7","RAUBAL IAN","TAMSEL DOMINIC","LANGENEGGER FLORIAN","BAUMANN CHRISTIAN","SERHANI SAMIR","SUI",247.6675,7,0
"8","DAUSER LUKAS","KOCHAN LUCAS","HOSSEINI MILAN","DUNKEL NILS","KUNZ ALEXANDER","GER",247.23575,8,0
"9","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","UKR",245.6265,9,0
"10","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","RAMPERSAD JAYSON","CAN",245.3125,10,0
"11","ABAD NESTOR","PLATA JOEL","WILLIAMS JOSHUA","MIR NICOLAU","DIALLO THIERNO","ESP",242.6435,11,0
