"","sim27.X1","sim27.X2","sim27.X3","sim27.X4","sim27.X5","sim27.Country","sim27.score","sim27.rank","sim27.weight"
"1","SHI CONG","SUN WEI","ZHANG BOHENG","ZOU JINGYUAN","LAN XINGYU","CHN",261.52275,1,3
"2","HASHIMOTO DAIKI","DOI RYOSUKE","KAMOTO YUYA","KAYA KAZUMA","RYOTA TSUMURA","JPN",259.9135,2,2
"3","JUDA PAUL","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","HONG ASHER","USA",258.85375,3,1
"4","FRASER JOE","HALL JAMES","WHITLOCK MAX","HEPWORTH HARRY","LEWIS JAMIE","GBR",255.87075,4,0
"5","ASIL ADEM","ONDER AHMET","ARICAN FERHAT","OENDER AHMET","COLAK IBRAHIM","TUR",250.21875,5,0
"6","ABBADINI YUMIN","BARTOLINI NICOLA","CASALI LORENZO","SARRUGERIO MARCO","ROSA EDOARDO","ITA",250.0225,6,0
"7","BAUMANN CHRISTIAN","TAMSEL DOMINIC","FREY ANDRIN","RAUBAL IAN","SERHANI SAMIR","SUI",247.23575,7,0
"8","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","CLAY ZACHARY","EMARD WILLIAM","CAN",247.1965,8,0
"9","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","VASHCHENKO ROMAN","RADIVILOV IGOR","UKR",246.45075,9,0
"10","ABAD NESTOR","JIMENEZ PAU","MIR NICOLAU","PLATA JOEL","DIALLO THIERNO","ESP",245.4695,10,0
"11","DAUSER LUKAS","SISSAKIS DARIO","BRENDEL PASCAL","HOSSEINI MILAN","DUNKEL NILS","GER",243.821,11,0
