"","sim145.X1","sim145.X2","sim145.X3","sim145.X4","sim145.X5","sim145.Country","sim145.score","sim145.rank","sim145.weight"
"1","DOI RYOSUKE","HASHIMOTO DAIKI","SUGIMOTO KAITO","CHIBA KENTA","TANIGAWA WATARU","JPN",260.777,1,3
"2","LIN CHAOPAN","ZHANG BOHENG","SHI CONG","YANG JIAXING","ZOU JINGYUAN","CHN",259.08925,2,2
"3","WALKER COLT","GUIMARAES VITALIY","YOUNG KHOI","WISKUS SHANE","MOLDAUER YUL","USA",255.87075,3,1
"4","FRASER JOE","REGINI GIARNNI","WHITLOCK MAX","KARNEJENKO PAVEL","JARMAN JAKE","GBR",254.2615,4,0
"5","ASIL ADEM","OENDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","ONDER AHMET","TUR",250.101,5,0
"6","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",249.7085,6,0
"7","MACCHINI CARLO","ABBADINI YUMIN","BARTOLINI NICOLA","CASALI LORENZO","LODADIO MARCO","ITA",249.43375,7,0
"8","BAUMANN CHRISTIAN","SERHANI TAHA","LANGENEGGER FLORIAN","SEIFERT NOE","SERHANI SAMIR","SUI",249.27675,8,0
"9","COURNOYER RENE","DOLCI FELIX","ZAKUTNEY SAM","EMARD WILLIAM","CLAY ZACHARY","CAN",248.96275,9,0
"10","BRENDEL PASCAL","TREBING GLENN","DAUSER LUKAS","DUNKEL NILS","KOCHAN LUCAS","GER",248.374,10,0
"11","ABAD NESTOR","MIR NICOLAU","WILLIAMS JOSHUA","DIALLO THIERNO","PLATA JOEL","ESP",246.13675,11,0
