"","sim71.X1","sim71.X2","sim71.X3","sim71.X4","sim71.X5","sim71.Country","sim71.score","sim71.rank","sim71.weight"
"1","MALONE BRODY","RICHARD FRED","YOUNG KHOI","WALKER COLT","WHITTENBURG DONNELL","USA",262.70025,1,3
"2","DOI RYOSUKE","HASHIMOTO DAIKI","KAMOTO YUYA","TANIGAWA WATARU","KAYA KAZUMA","JPN",262.347,2,2
"3","SHI CONG","ZHANG BOHENG","YANG JIAXING","YIN DEHANG","LAN XINGYU","CHN",259.08925,3,1
"4","HALL JAMES","JARMAN JAKE","TULLOCH COURTNEY","FRASER JOE","LEWIS JAMIE","GBR",255.6745,4,0
"5","ASIL ADEM","OENDER AHMET","ONDER AHMET","ARICAN FERHAT","COLAK IBRAHIM","TUR",250.68975,5,0
"6","LEVANTESI MATTEO","MOZZATO NICOLO","CASALI LORENZO","MACCHIATI MARIO","LODADIO MARCO","ITA",250.415,6,0
"7","COURNOYER RENE","DOLCI FELIX","EMARD WILLIAM","KAJI CHRIS","CLAY ZACHARY","CAN",248.531,7,0
"8","RAUBAL IAN","SERHANI TAHA","TAMSEL DOMINIC","LANGENEGGER FLORIAN","SEIFERT NOE","SUI",248.25625,8,0
"9","HOERR CARLO","BRENDEL PASCAL","HOSSEINI MILAN","DAUSER LUKAS","KOCHAN LUCAS","GER",247.1965,9,0
"10","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","STELMAKH RADOMYR","RADIVILOV IGOR","UKR",246.2545,10,0
"11","PLATA JOEL","WILLIAMS JOSHUA","ABAD NESTOR","MIR NICOLAU","DIALLO THIERNO","ESP",245.97975,11,0
