"","sim130.X1","sim130.X2","sim130.X3","sim130.X4","sim130.X5","sim130.Country","sim130.score","sim130.rank","sim130.weight"
"1","KAMOTO YUYA","DOI RYOSUKE","TANIGAWA WATARU","KAYA KAZUMA","RYOTA TSUMURA","JPN",259.16775,1,3
"2","SHI CONG","SU WEIDE","ZHANG BOHENG","YOU HAO","YIN DEHANG","CHN",258.265,2,2
"3","MALONE BRODY","PHILLIPS CURRAN","MOLDAUER YUL","HONG ASHER","GUIMARAES VITALIY","USA",257.59775,3,1
"4","TOBIN ADAM","REGINI GIARNNI","HALL JAMES","LEWIS JAMIE","WHITLOCK MAX","GBR",253.04475,4,0
"5","ARICAN FERHAT","ASIL ADEM","ONDER AHMET","COLAK IBRAHIM","OENDER AHMET","TUR",250.76825,5,0
"6","BARTOLINI NICOLA","CASALI LORENZO","MACCHIATI MARIO","LODADIO MARCO","MARESCA SALVATORE","ITA",250.29725,6,0
"7","BAUMANN CHRISTIAN","SERHANI TAHA","FREY ANDRIN","LANGENEGGER FLORIAN","SERHANI SAMIR","SUI",248.2955,7,0
"8","DAUSER LUKAS","HOERR CARLO","HOSSEINI MILAN","DUNKEL NILS","TREBING GLENN","GER",248.25625,8,0
"9","ABAD NESTOR","PLATA JOEL","DIALLO THIERNO","MIR NICOLAU","WILLIAMS JOSHUA","ESP",245.1555,9,0
"10","COURNOYER RENE","EMARD WILLIAM","ZAKUTNEY SAM","CLAY ZACHARY","DOLCI FELIX","CAN",244.17425,10,0
"11","CHEPURNYI NAZAR","KOVTUN ILLIA","PAKHNIUK PETRO","RADIVILOV IGOR","STELMAKH RADOMYR","UKR",241.78,11,0
